"","tconst","id","title","bechdel_rating","year","averageRating","numVotes","runtimeMinutes","genres","primaryTitle"
"1269","0073440",4517,"Nashville","3",1975,7.8,19796,"160","Comedy,Drama,Music","Nashville"
"1270","0073486",1321,"One Flew Over the Cuckoo&#39;s Nest","2",1975,8.7,774272,"133","Drama","One Flew Over the Cuckoo's Nest"
"1271","0073518",7405,"Pascual Duarte","1",1976,6.5,143,"94","Drama","Pascual Duarte"
"1272","0073540",230,"Picnic at Hanging Rock","3",1975,7.6,28080,"115","Drama,Mystery","Picnic at Hanging Rock"
"1273","0073582",7170,"Deep Red","3",1975,7.7,24403,"126","Horror,Mystery,Thriller","Deep Red"
"1274","0073598",6900,"Blonde in Black Leather","3",1975,6.1,105,"100","Comedy,Drama,Thriller","Blonde in Black Leather"
"1275","0073629",1228,"Rocky Horror Picture Show, The","3",1975,7.4,115734,"100","Comedy,Musical","The Rocky Horror Picture Show"
"1276","0073650",7238,"Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]","3",1975,6,44448,"117","Drama,Horror,War","Salò, or the 120 Days of Sodom"
"1277","0073747",293,"Stepford Wives, The","3",1975,6.9,13602,"115","Horror,Mystery,Sci-Fi","The Stepford Wives"
"1278","0073778",6799,"Switchblade Sisters","3",1975,6.6,2841,"91","Action,Crime,Drama","Switchblade Sisters"
"1279","0073802",337,"Three Days of the Condor","1",1975,7.5,39767,"117","Mystery,Thriller","Three Days of the Condor"
"1280","0073812",850,"Tommy","1",1975,6.6,16837,"111","Drama,Musical","Tommy"
"1281","0074102",3190,"In the Realm of the Senses","3",1976,6.6,15178,"109","Biography,Drama,Horror","In the Realm of the Senses"
"1282","0074119",7183,"All the President&#39;s Men","1",1976,8,85079,"138","Biography,Drama,History","All the President's Men"
"1283","0074152",3879,"Small Change","3",1976,7.8,4565,"104","Comedy,Drama","Small Change"
"1284","0074156",219,"Assault on Precinct 13","3",1976,7.4,36070,"91","Action,Crime,Thriller","Assault on Precinct 13"
"1285","0074256",2640,"Bugsy Malone","3",1976,6.9,13683,"93","Comedy,Crime,Family","Bugsy Malone"
"1286","0074285",457,"Carrie","3",1976,7.4,141381,"98","Horror","Carrie"
"1287","0074400",6505,"Desert of the Tartars, The","0",1976,7.6,1586,"140","Drama,History,War","The Desert of the Tartars"
"1288","0074455",3567,"Death Trap!","3",1977,5.5,5332,"91","Horror,Thriller","Eaten Alive"
"1289","0074462",4901,"Edvard Munch","1",1974,8.4,2512,"210","Biography,Drama,History","Edvard Munch"
"1290","0074486",4147,"Eraserhead","0",1977,7.4,83020,"89","Horror","Eraserhead"
"1291","0074512",4615,"Family Plot","3",1976,6.8,17339,"120","Comedy,Thriller","Family Plot"
"1292","0074611",4936,"Haunting of Julia, The","3",1977,6.4,1416,"98","Drama,Horror,Mystery","The Haunting of Julia"
"1293","0074806",4185,"Little Girl Who Lives Down the Lane, The","3",1976,7.1,10689,"100","Drama,Mystery,Thriller","The Little Girl Who Lives Down the Lane"
"1294","0074812",1393,"Logan&#39;s Run","2",1976,6.8,44551,"119","Action,Sci-Fi","Logan's Run"
"1295","0074851",1423,"Man Who Fell to Earth, The","1",1976,6.7,19990,"139","Drama,Sci-Fi","The Man Who Fell to Earth"
"1296","0074860",3417,"Marathon Man","1",1976,7.5,49650,"125","Crime,Thriller","Marathon Man"
"1297","0074937",2949,"Murder by Death","3",1976,7.4,27890,"94","Comedy,Crime,Mystery","Murder by Death"
"1298","0074958",1401,"Network","3",1976,8.1,122089,"121","Drama","Network"
"1299","0075005",1287,"Omen, The","3",1976,7.6,91345,"111","Horror","The Omen"
"1300","0075029",967,"Outlaw Josey Wales, The","2",1976,7.9,56292,"135","Western","The Outlaw Josey Wales"
"1301","0075137",2683,"Revenge Of The Cheerleaders","1",1976,4.6,575,"87","Comedy,Sport","Revenge of the Cheerleaders"
"1302","0075148",2267,"Rocky","1",1976,8.1,438815,"120","Drama,Sport","Rocky"
"1303","0075177",2974,"Sebastiane","1",1976,5.9,2118,"86","Drama,Romance","Sebastiane"
"1304","0075178",4612,"Il secondo tragico Fantozzi","1",1976,7.8,3080,"110","Comedy","Il secondo tragico Fantozzi"
"1305","0075222",2367,"Silent Movie","1",1976,6.7,14013,"87","Comedy","Silent Movie"
"1306","0075223",5706,"Silver Streak","1",1976,6.9,15564,"114","Action,Comedy,Crime","Silver Streak"
"1307","0075249",2672,"Sparkle","3",1976,7.1,1155,"98","Drama,Music","Sparkle"
"1308","0075265",3722,"A Star Is Born","0",1976,6.5,5751,"139","Drama,Music,Romance","A Star Is Born"
"1309","0075276",1477,"Stroszek","0",1977,8,10889,"115","Comedy,Drama","Stroszek"
"1310","0075314",2223,"Taxi Driver","1",1976,8.3,589047,"114","Crime,Drama","Taxi Driver"
"1311","0075612",2524,"3 Women","3",1977,7.9,11134,"124","Drama,Mystery,Thriller","3 Women"
"1312","0075617",3248,"ABBA: The Movie","1",1977,6.5,2627,"95","Comedy,Documentary,Drama","ABBA: The Movie"
"1313","0075686",1469,"Annie Hall","3",1977,8,225396,"93","Comedy,Romance","Annie Hall"
"1314","0075784",2983,"A Bridge Too Far","1",1977,7.4,44535,"175","Drama,History,War","A Bridge Too Far"
"1315","0075860",3610,"Close Encounters of the Third Kind","1",1977,7.7,157755,"138","Drama,Sci-Fi","Close Encounters of the Third Kind"
"1316","0075909",5694,"Damnation Alley","0",1977,5.2,4183,"91","Sci-Fi","Damnation Alley"
"1317","0075936",7250,"Desperate Living","3",1977,7.2,4088,"90","Comedy,Crime,Fantasy","Desperate Living"
"1318","0075938",3216,"Devil, Probably, The","2",1977,7.3,2695,"95","Drama","The Devil, Probably"
"1319","0076085",3366,"A Special Day","2",1977,8.1,8974,"106","Drama","A Special Day"
"1320","0076095",1687,"Goodbye Girl, The","3",1977,7.4,10451,"111","Comedy,Drama,Romance","The Goodbye Girl"
"1321","0076141",4474,"High Anxiety","1",1977,6.7,17054,"94","Comedy","High Anxiety"
"1322","0076155",3952,"Man Who Loved Women, The","1",1977,7.5,5273,"120","Comedy,Drama,Romance","The Man Who Loved Women"
"1323","0076161",4317,"Hound of the Baskervilles, The","3",1978,4.5,871,"85","Comedy,Crime,Horror","The Hound of the Baskervilles"
"1324","0076162",2534,"House","3",1977,7.3,14266,"88","Comedy,Horror","House"
"1325","0076245",862,"Julia","3",1977,7.4,7557,"117","Drama","Julia"
"1326","0076257",7695,"Kentucky Fried Movie, The","1",1977,6.5,14964,"83","Comedy","The Kentucky Fried Movie"
"1327","0076271",7728,"Kingdom of the Spiders","3",1977,5.9,3757,"97","Horror,Sci-Fi","Kingdom of the Spiders"
"1328","0076319",3720,"A Little Night Music","3",1977,5.7,599,"124","Comedy,Musical,Romance","A Little Night Music"
"1329","0076363",1063,"Many Adventures of Winnie the Pooh, The","0",1977,7.6,27666,"74","Animation,Comedy,Family","The Many Adventures of Winnie the Pooh"
"1330","0076582",1882,"Loose Shoes","1",1980,4.9,404,"84","Comedy","Coming Attractions"
"1331","0076584",405,"Quel maledetto treno blindato","0",1978,6.6,7914,"99","Action,Adventure,War","The Inglorious Bastards"
"1332","0076618",1217,"Rescuers, The","3",1977,6.9,48966,"78","Adventure,Animation,Comedy","The Rescuers"
"1333","0076661",4452,"36 Crazy Fists, The","0",1977,5.3,604,"90","Action,Comedy","The 36 Crazy Fists"
"1334","0076666",911,"Saturday Night Fever","1",1977,6.8,60462,"118","Drama,Music","Saturday Night Fever"
"1335","0076683",4200,"Sentinel, The","3",1977,6.4,7421,"92","Horror","The Sentinel"
"1336","0076727",688,"Sluzhebnyy roman","3",1977,8.4,6183,"159","Comedy,Romance","Office Romance"
"1337","0076734",1710,"Soldaat van Oranje","1",1977,7.8,9765,"155","Drama,Romance,Thriller","Soldier of Orange"
"1338","0076752",5723,"Spy Who Loved Me, The","1",1977,7.1,84563,"125","Action,Adventure,Thriller","The Spy Who Loved Me"
"1339","0076759",669,"Star Wars","1",1977,8.6,1048016,"121","Action,Adventure,Fantasy","Star Wars: Episode IV - A New Hope"
"1340","0076786",1857,"Suspiria","3",1977,7.5,54885,"98","Horror","Suspiria"
"1341","0076843",693,"Turning Point, The","3",1977,7,3608,"119","Drama,Romance","The Turning Point"
"1342","0077189",2584,"Avalanche","2",1978,3.7,1369,"91","Action,Drama","Avalanche"
"1343","0077215",5548,"Battlestar Galactica","3",1978,6.8,7088,"148","Action,Adventure,Sci-Fi","Battlestar Galactica"
"1344","0077269",6695,"Boys from Brazil, The","1",1978,7,22453,"125","Drama,Thriller","The Boys from Brazil"
"1345","0077288",4111,"La cage aux folles","2",1978,7.3,8361,"103","Comedy","La Cage aux Folles"
"1346","0077394",1284,"Damien: Omen II","2",1978,6.3,24925,"107","Horror","Damien: Omen II"
"1347","0077402",1503,"Dawn of the Dead","0",1978,8,98540,"127","Horror,Thriller","Dawn of the Dead"
"1348","0077405",238,"Days of Heaven","3",1978,7.9,42999,"94","Drama,Romance","Days of Heaven"
"1349","0077413",2965,"Death on the Nile","3",1978,7.3,23051,"140","Crime,Drama,Mystery","Death on the Nile"
"1350","0077416",2668,"Deer Hunter, The","1",1978,8.2,267005,"183","Drama,War","The Deer Hunter"
"1351","0077578",6406,"Foul Play","3",1978,6.8,11741,"116","Comedy,Mystery,Thriller","Foul Play"
"1352","0077613",3048,"Girlfriends","3",1978,6.9,681,"86","Comedy,Drama","Girlfriends"
"1353","0077631",753,"Grease","3",1978,7.2,192311,"110","Musical,Romance","Grease"
"1354","0077651",2815,"Halloween","3",1978,7.8,179999,"91","Horror,Thriller","Halloween"
"1355","0077681",7195,"Hills Have Eyes, The","3",1977,6.4,24620,"89","Horror,Thriller","The Hills Have Eyes"
"1356","0077707",4766,"L&#39;hypothese du tableau vole","0",1979,7.6,790,"66","Drama,Mystery","The Hypothesis of the Stolen Painting"
"1357","0077711",515,"H&ouml;stsonaten","3",1978,8.3,18256,"99","Drama,Music","Autumn Sonata"
"1358","0077713",4905,"I Spit on Your Grave","0",1978,5.7,22311,"101","Horror,Thriller","I Spit on Your Grave"
"1359","0077742",1658,"Interiors","3",1978,7.5,15804,"92","Drama","Interiors"
"1360","0077766",7223,"Jaws 2","2",1978,5.7,58487,"116","Adventure,Drama,Horror","Jaws 2"
"1361","0077889",6638,"Magic","1",1978,6.8,7404,"107","Drama,Horror","Magic"
"1362","0077914",7034,"Martin","1",1977,7.2,8316,"95","Drama,Horror","Martin"
"1363","0077928",3419,"Midnight Express","0",1978,7.6,61300,"121","Biography,Crime,Drama","Midnight Express"
"1364","0077975",303,"Animal House","2",1978,7.6,99044,"109","Comedy","Animal House"
"1365","0078259",1200,"Shout, The","0",1978,6.8,2840,"86","Drama,Horror","The Shout"
"1366","0078346",1999,"Superman","1",1978,7.3,139971,"143","Action,Adventure,Drama","Superman"
"1367","0078480",2282,"Watership Down","1",1978,7.7,28332,"91","Adventure,Animation,Drama","Watership Down"
"1368","0078503",5198,"Within the Woods","3",1978,6.7,1906,"31","Horror,Short","Within the Woods"
"1369","0078504",5331,"Wiz, The","3",1978,5.3,12002,"134","Adventure,Family,Fantasy","The Wiz"
"1370","0078509",3391,"A Woman Called Moses","3",1978,7.4,179,"240","Biography,Drama","A Woman Called Moses"
"1371","0078748",13,"Alien","3",1979,8.5,663041,"116","Horror,Sci-Fi","Alien"
"1372","0078754",1222,"All That Jazz","2",1979,7.8,22161,"123","Comedy,Drama,Music","All That Jazz"
"1373","0078767",4687,"Amityville Horror, The","3",1979,6.2,30509,"117","Horror","The Amityville Horror"
"1374","0078778",5708,"Angels&#39; Brigade","3",1979,1.9,1497,"97","Action,Comedy","Angels' Brigade"
"1375","0078788",2227,"Apocalypse Now","0",1979,8.5,511666,"147","Drama,War","Apocalypse Now"
"1376","0078841",1699,"Being There","2",1979,8,57303,"130","Comedy,Drama","Being There"
"1377","0078843",6280,"Bell Jar, The","3",1979,5.8,193,"107","Biography,Drama","The Bell Jar"
"1378","0078869",7233,"Black Hole, The","0",1979,5.9,19915,"98","Action,Sci-Fi","The Black Hole"
"1379","0078875",1020,"Die Blechtrommel","3",1979,7.6,19451,"142","Drama,War","The Tin Drum"
"1380","0078935",2278,"Cannibal Holocaust","1",1980,6,43571,"95","Adventure,Horror","Cannibal Holocaust"
"1381","0078966",2284,"China Syndrome, The","3",1979,7.4,22740,"122","Drama,Thriller","The China Syndrome"
"1382","0079095",1766,"Marriage of Maria Braun, The","3",1979,7.9,10178,"120","Drama","The Marriage of Maria Braun"
"1383","0079116",3420,"Escape from Alcatraz","0",1979,7.6,97297,"112","Biography,Crime,Drama","Escape from Alcatraz"
"1384","0079180",846,"Frisco Kid, The","1",1979,6.4,7519,"119","Comedy,Drama,Western","The Frisco Kid"
"1385","0079261",7636,"Hair","3",1979,7.6,30108,"121","Comedy,Drama,Musical","Hair"
"1386","0079336",2187,"In-Laws, The","3",1979,7.4,6406,"103","Action,Adventure,Comedy","The In-Laws"
"1387","0079367",2327,"Jerk, The","1",1979,7.2,46746,"94","Comedy","The Jerk"
"1388","0079417",7645,"Kramer vs. Kramer","1",1979,7.8,110413,"105","Drama","Kramer vs. Kramer"
"1389","0079470",787,"Life of Brian","3",1979,8.1,309825,"94","Comedy","Life of Brian"
"1390","0079501",6290,"Mad Max","3",1979,7,168041,"88","Action,Adventure,Sci-Fi","Mad Max"
"1391","0079522",403,"Manhattan","1",1979,8,116243,"96","Comedy,Drama,Romance","Manhattan"
"1392","0079540",5415,"Meatballs","3",1979,6.2,16174,"94","Comedy","Meatballs"
"1393","0079574",3504,"Moonraker","1",1979,6.3,77311,"126","Action,Adventure,Sci-Fi","Moonraker"
"1394","0079579",684,"Moskva slezam ne verit","3",1980,8.2,9235,"150","Comedy,Drama,Romance","Moscow Does Not Believe in Tears"
"1395","0079596",4797,"My Brilliant Career","3",1979,7.3,2890,"100","Biography,Drama,Romance","My Brilliant Career"
"1396","0079641",2496,"Nosferatu the Vampyre","0",1979,7.6,26715,"107","Horror","Nosferatu the Vampyre"
"1397","0079714",7092,"Phantasm","1",1979,6.8,26349,"88","Horror,Sci-Fi","Phantasm"
"1398","0079766",4599,"Quadrophenia","1",1979,7.3,14599,"120","Drama,Music","Quadrophenia"
"1399","0079813",4741,"Rock &#39;n&#39; Roll High School","3",1979,6.8,7460,"93","Comedy,Music","Rock 'n' Roll High School"
"1400","0079817",6870,"Rocky II","1",1979,7.2,158308,"119","Drama,Sport","Rocky II"
"1401","0079820",7987,"King and the Mockingbird, The","0",1980,8,3662,"83","Animation,Family,Fantasy","The King and the Mockingbird"
"1402","0079944",3667,"Stalker","1",1979,8.1,87341,"162","Drama,Sci-Fi","Stalker"
"1403","0079945",1300,"Star Trek: The Motion Picture","1",1979,6.4,70648,"132","Adventure,Mystery,Sci-Fi","Star Trek: The Motion Picture"
"1404","0080025",5234,"Time After Time","2",1979,7.2,13199,"112","Adventure,Drama,Sci-Fi","Time After Time"
"1405","0080120",695,"Warriors, The","1",1979,7.7,80005,"92","Action,Crime,Thriller","The Warriors"
"1406","0080319",863,"Nine to Five","3",1980,6.7,22719,"109","Comedy","9 to 5"
"1407","0080339",873,"Airplane!","3",1980,7.8,179689,"88","Comedy","Airplane!"
"1408","0080377",2068,"Any Which Way You Can","1",1980,6.1,14727,"116","Action,Comedy","Any Which Way You Can"
"1409","0080388",1223,"Atlantic City","3",1980,7.4,12538,"104","Crime,Drama,Romance","Atlantic City"
"1410","0080421",7307,"Battle Beyond the Stars","2",1980,5.5,6247,"104","Action,Adventure,Sci-Fi","Battle Beyond the Stars"
"1411","0080453",6395,"Blue Lagoon, The","0",1980,5.7,55453,"104","Adventure,Drama,Romance","The Blue Lagoon"
"1412","0080455",208,"Blues Brothers, The","1",1980,7.9,157928,"133","Adventure,Comedy,Crime","The Blues Brothers"
"1413","0080492",3962,"Can&#39;t Stop the Music","3",1980,4.5,3205,"124","Biography,Comedy,Musical","Can't Stop the Music"
"1414","0080549",5681,"Coal Miner&#39;s Daughter","3",1980,7.5,14314,"124","Biography,Drama,Music","Coal Miner's Daughter"
"1415","0080569",3427,"Cruising","0",1980,6.4,15210,"102","Crime,Drama,Mystery","Cruising"
"1416","0080684",670,"Star Wars: Episode V - The Empire Strikes Back","0",1980,8.8,976159,"124","Action,Adventure,Fantasy","Star Wars: Episode V - The Empire Strikes Back"
"1417","0080711",2377,"Fade to Black","3",1980,5.9,2256,"102","Comedy,Horror,Thriller","Fade to Black"
"1418","0080716",360,"Fame","3",1980,6.6,17852,"134","Drama,Music,Musical","Fame"
"1419","0080736",7401,"Final Countdown, The","0",1980,6.7,17909,"103","Action,Sci-Fi","The Final Countdown"
"1420","0080745",3858,"Flash Gordon","3",1980,6.5,42597,"111","Action,Adventure,Sci-Fi","Flash Gordon"
"1421","0080749",2484,"Fog, The","3",1980,6.8,52574,"89","Horror,Thriller","The Fog"
"1422","0080761",4569,"Friday the 13th","3",1980,6.5,96611,"95","Horror,Mystery,Thriller","Friday the 13th"
"1423","0080855",4960,"Heaven&#39;s Gate","0",1980,6.8,11360,"325","Adventure,Drama,Western","Heaven's Gate"
"1424","0080931",7389,"Nightmare City","3",1980,5.7,4498,"92","Horror,Sci-Fi,Thriller","Nightmare City"
"1425","0081060",2799,"Little Darlings","3",1980,6.4,4207,"96","Comedy,Drama","Little Darlings"
"1426","0081163",8116,"Mirror Crack&#39;d, The","3",1980,6.2,5533,"105","Crime,Mystery,Thriller","The Mirror Crack'd"
"1427","0081237",6877,"Ninth Configuration, The","0",1980,7.2,4921,"118","Comedy,Drama,Horror","The Ninth Configuration"
"1428","0081249",1845,"Nude Bomb, The","1",1980,5,2672,"94","Comedy,Crime,Mystery","The Nude Bomb"
"1429","0081283",7192,"Ordinary People","2",1980,7.8,39444,"124","Drama","Ordinary People"
"1430","0081323",3673,"Pepi, Luci, Bom and Other Girls Like Mom","3",1980,6.3,3983,"82","Comedy","Pepi, Luci, Bom and Other Girls Like Mom"
"1431","0081375",2883,"Private Benjamin","3",1980,6.1,20324,"109","Comedy,War","Private Benjamin"
"1432","0081398",1437,"Raging Bull","1",1980,8.2,268835,"129","Biography,Drama,Sport","Raging Bull"
"1433","0081414",2142,"Resurrection","1",1980,7.4,2359,"103","Drama,Fantasy","Resurrection"
"1434","0081505",930,"Shining, The","2",1980,8.4,714227,"146","Drama,Horror","The Shining"
"1435","0081534",3873,"Somewhere in Time","2",1980,7.3,23057,"103","Drama,Fantasy,Romance","Somewhere in Time"
"1436","0081573",4282,"Superman II","3",1980,6.8,85450,"127","Action,Adventure,Sci-Fi","Superman II"
"1437","0081616",1472,"La terrazza","3",1980,7.2,920,"150","Drama","La terrazza"
"1438","0081633",2697,"Time Bandits","1",1981,7,50379,"116","Adventure,Comedy,Fantasy","Time Bandits"
"1439","0081777",3254,"Xanadu","3",1980,5.1,10235,"96","Fantasy,Musical,Romance","Xanadu"
"1440","0082010",2873,"An American Werewolf in London","2",1981,7.6,76118,"97","Comedy,Horror","An American Werewolf in London"
"1441","0082045",4584,"Banana Joe","0",1982,6.4,5982,"96","Action,Comedy","Banana Joe"
"1442","0082085",6865,"Blow Out","3",1981,7.4,33325,"107","Mystery,Thriller","Blow Out"
"1443","0082089",3549,"Body Heat","2",1981,7.4,25911,"113","Crime,Drama,Romance","Body Heat"
"1444","0082096",2143,"Das Boot","0",1981,8.4,194691,"149","Adventure,Drama,Thriller","Das Boot"
"1445","0082158",6507,"Chariots of Fire","1",1981,7.2,46051,"125","Biography,Drama,Sport","Chariots of Fire"
"1446","0082176",3976,"Christiane F. - Wir Kinder vom Bahnhof Zoo","3",1981,7.6,18050,"138","Biography,Drama","Christiane F."
"1447","0082186",744,"Clash of the Titans","3",1981,6.9,35857,"118","Action,Adventure,Family","Clash of the Titans"
"1448","0082198",407,"Conan the Barbarian","1",1982,6.9,122640,"129","Adventure,Fantasy","Conan the Barbarian"
"1449","0082288",6944,"Dragonslayer","1",1981,6.7,12220,"108","Action,Adventure,Fantasy","Dragonslayer"
"1450","0082307",7221,"...E tu vivrai nel terrore! L&#39;aldila (The Beyond)","3",1981,6.9,16797,"87","Horror","The Beyond"
"1451","0082340",1427,"Escape from New York","0",1981,7.2,104105,"99","Action,Sci-Fi","Escape from New York"
"1452","0082370",1646,"Woman Next Door, The","3",1981,7.4,5811,"106","Drama,Romance","The Woman Next Door"
"1453","0082398",5955,"For Your Eyes Only","3",1981,6.8,79370,"127","Action,Adventure,Thriller","For Your Eyes Only"
"1454","0082406",1124,"Fox and the Hound, The","2",1981,7.3,71648,"83","Adventure,Animation,Drama","The Fox and the Hound"
"1455","0082418",4572,"Friday the 13th Part 2","2",1981,6.1,46702,"87","Horror,Mystery,Thriller","Friday the 13th Part 2"
"1456","0082424",7477,"La fuga de Segovia","0",1981,6.6,132,"108","Crime,Drama","La fuga de Segovia"
"1457","0082474",2073,"Great Muppet Caper, The","3",1981,7.2,11300,"97","Adventure,Comedy,Crime","The Great Muppet Caper"
"1458","0082477",6496,"Gregory&#39;s Girl","3",1981,7.1,6496,"91","Comedy,Drama,Romance","Gregory's Girl"
"1459","0082484",2053,"Quest for Fire","1",1981,7.4,18037,"100","Adventure,Drama,History","Quest for Fire"
"1460","0082495",4708,"Halloween II","3",1981,6.6,58422,"92","Horror","Halloween II"
"1461","0082498",7362,"Happy Birthday to Me","3",1981,6.1,6546,"111","Horror,Mystery,Thriller","Happy Birthday to Me"
"1462","0082509",3231,"Heavy Metal","1",1981,6.7,26643,"86","Adventure,Animation,Fantasy","Heavy Metal"
"1463","0082517",1081,"History of the World: Part I","1",1981,6.9,40468,"92","Comedy,History","History of the World: Part I"
"1464","0082533",5378,"Howling, The","3",1981,6.6,25651,"91","Horror","The Howling"
"1465","0082639",821,"Ladies and Gentlemen, the Fabulous Stains","3",1982,6.9,2023,"87","Comedy,Drama,Music","Ladies and Gentlemen, the Fabulous Stains"
"1466","0082640",2533,"Lady Chatterley&#39;s Lover","3",1981,5.1,2043,"104","Drama,Romance","Lady Chatterley's Lover"
"1467","0082677",4561,"Looker","1",1981,6.2,3736,"93","Drama,Sci-Fi,Thriller","Looker"
"1468","0082714",6245,"Il marchese del Grillo","3",1981,7.8,2473,"135","Comedy,History","Il marchese del Grillo"
"1469","0082719",6630,"Marva Collins Story, The","1",1981,7.4,189,"100","Biography,Drama","The Marva Collins Story"
"1470","0082748",7414,"Mil gritos tiene la noche [Pieces]","1",1982,6.1,6382,"85","Horror,Mystery,Thriller","Pieces"
"1471","0082766",3641,"Mommy Dearest","3",1981,6.7,12267,"129","Biography,Drama","Mommie Dearest"
"1472","0082776",972,"Ms. 45","3",1981,6.8,6435,"80","Crime,Drama,Thriller","Ms .45"
"1473","0082783",874,"My Dinner With Andre","0",1981,7.8,14105,"110","Biography,Comedy,Drama","My Dinner with Andre"
"1474","0082869",2753,"Outland","1",1981,6.6,23675,"112","Action,Crime,Sci-Fi","Outland"
"1475","0082894",4009,"Pennies from Heaven","1",1981,6.5,4581,"108","Drama,Musical,Romance","Pennies from Heaven"
"1476","0082926",2062,"Polyester","3",1981,7,5745,"86","Comedy","Polyester"
"1477","0082971",340,"Raiders of the Lost Ark","3",1981,8.5,753582,"115","Action,Adventure","Raiders of the Lost Ark"
"1478","0082979",2667,"Reds","3",1981,7.5,18144,"195","Biography,Drama,History","Reds"
"1479","0082992",1568,"Rich and Famous","3",1981,5.9,1343,"117","Drama","Rich and Famous"
"1480","0083067",7732,"Shock Treatment","3",1981,5.8,3883,"94","Comedy,Musical","Shock Treatment"
"1481","0083111",1197,"Southern Comfort","0",1981,7.2,13376,"106","Action,Thriller","Southern Comfort"
"1482","0083131",5325,"Stripes","2",1981,6.9,54452,"106","Comedy,War","Stripes"
"1483","0083137",6240,"Der subjektive Faktor","3",1981,7.4,9,"183","\N","Der subjektive Faktor"
"1484","0083248",1707,"Umrao Jaan","3",1981,7.9,816,"145","Drama,Musical","Umrao Jaan"
"1485","0083511",5355,"48 Hrs.","2",1982,6.9,59102,"96","Action,Comedy,Crime","48 Hrs."
"1486","0083564",851,"Annie","3",1982,6.5,34343,"126","Comedy,Drama,Family","Annie"
"1487","0083629",7345,"Beast Within, The","1",1982,5.5,2664,"98","Horror","The Beast Within"
"1488","0083642",4124,"Best Little Whorehouse in Texas, The","3",1982,5.8,8453,"114","Comedy,Musical","The Best Little Whorehouse in Texas"
"1489","0083658",234,"Blade Runner","1",1982,8.2,579850,"117","Sci-Fi,Thriller","Blade Runner"
"1490","0083722",2770,"Cat People","3",1982,6.1,16136,"118","Fantasy,Horror,Thriller","Cat People"
"1491","0083745",2298,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean","3",1982,7.5,3457,"109","Comedy,Drama","Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean"
"1492","0083762",4564,"Countryman","0",1982,7,391,"102","Drama","Countryman"
"1493","0083791",1035,"Dark Crystal, The","1",1982,7.2,46897,"93","Adventure,Family,Fantasy","The Dark Crystal"
"1494","0083806",1881,"Deathtrap","3",1982,7,10077,"116","Comedy,Crime,Mystery","Deathtrap"
"1495","0083833",4406,"Diner","1",1982,7.2,16416,"110","Comedy,Drama","Diner"
"1496","0083851",2241,"Draughtsman&#39;s Contract, The","2",1982,7.3,7719,"108","Comedy,Drama,History","The Draughtsman's Contract"
"1497","0083866",1645,"E.T.: The Extra-Terrestrial","3",1982,7.9,316678,"115","Family,Sci-Fi","E.T. the Extra-Terrestrial"
"1498","0083907",3918,"Evil Dead, The","1",1981,7.5,159415,"85","Horror","The Evil Dead"
"1499","0083908",8115,"Evil Under the Sun","3",1982,7,10921,"117","Drama,Mystery","Evil Under the Sun"
"1500","0083922",3078,"Fanny and Alexander","2",1982,8.1,48893,"188","Drama","Fanny and Alexander"
"1501","0083929",1934,"Fast Times at Ridgemont High","2",1982,7.2,79786,"90","Comedy,Drama","Fast Times at Ridgemont High"
"1502","0083942",6497,"Finye (The Wind)","3",1982,6.7,190,"100","Drama","The Wind"
"1503","0083944",3342,"First Blood","0",1982,7.7,190720,"93","Action,Adventure,Drama","First Blood"
"1504","0083959",3618,"Forbidden World","3",1982,5.3,2602,"77","Horror,Sci-Fi","Forbidden World"
"1505","0083967",4844,"Frances","3",1982,7.4,5953,"140","Biography,Drama,Romance","Frances"
"1506","0083972",4573,"Friday the 13th Part III","3",1982,5.7,37756,"95","Horror,Thriller","Friday the 13th Part III"
"1507","0084021",3034,"Grease 2","3",1982,4.2,28894,"115","Comedy,Drama,Musical","Grease 2"
"1508","0084090",5338,"Horror Planet","3",1981,3.6,2256,"93","Horror,Sci-Fi","Horror Planet"
"1509","0084234",6115,"Last American Virgin, The","3",1982,6.2,6721,"92","Comedy,Drama,Romance","The Last American Virgin"
"1510","0084237",1226,"Last Unicorn, The","3",1982,7.5,21159,"92","Adventure,Animation,Drama","The Last Unicorn"
"1511","0084335",7557,"Missing","3",1982,7.8,15598,"122","Biography,Drama,History","Missing"
"1512","0084358",7247,"Mortelle randonn&eacute;e","3",1983,7.3,1924,"120","Crime,Mystery,Romance","Deadly Circuit"
"1513","0084390",1793,"Ballad of Narayama, The","3",1983,7.9,5732,"130","Drama","The Ballad of Narayama"
"1514","0084434",7244,"An Officer and a Gentleman","3",1982,7,41883,"124","Drama,Romance","An Officer and a Gentleman"
"1515","0084481",3946,"Godard&#39;s Passion","3",1982,6.2,1945,"88","Comedy,Drama","Godard's Passion"
"1516","0084503",6068,"Pink Floyd The Wall","0",1982,8,66400,"95","Animation,Drama,Fantasy","Pink Floyd: The Wall"
"1517","0084516",4544,"Poltergeist","3",1982,7.4,120297,"114","Horror,Thriller","Poltergeist"
"1518","0084522",4005,"Porky&#39;s","2",1982,6.2,33700,"94","Comedy","Porky's"
"1519","0084548",1463,"Przesluchanie","3",1989,8.1,2473,"118","Crime,Drama,Thriller","Interrogation"
