,nconst,tconst,crew.type,primaryName,primaryProfession,gender
16557,nm0734472,88170,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16558,nm0734472,111280,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16559,nm0734472,92007,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16560,nm0734472,98382,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16561,nm0734472,84726,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16562,nm0734472,102975,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16563,nm0734472,79945,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16564,nm0734472,120844,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16565,nm0734472,796366,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16566,nm0734585,102522,writer,Franz Rodenkirchen,"miscellaneous,actor,writer",Male
16567,nm0734742,322330,writer,Mary Rodgers,"miscellaneous,writer,soundtrack",
16568,nm0734900,317303,writer,Geoff Rodkey,writer,
16569,nm0734900,449089,writer,Geoff Rodkey,writer,
16570,nm0735420,424774,writer,Marcel Rodriguez,"writer,cinematographer,camera_department",
16571,nm0735420,2002718,writer,Marcel Rodriguez,"writer,cinematographer,camera_department",
16572,nm0735504,2191671,director,Rosemary Rodriguez,"director,writer,producer",
16573,nm0735705,3253930,director,Alberto Rodríguez,"cinematographer,writer,director",
16574,nm0735705,3253930,writer,Alberto Rodríguez,"cinematographer,writer,director",
16575,"nm0735869,nm4252090,nm2077283",2378281,writer,,unknown,
16576,nm0736155,985694,writer,Álvaro Rodríguez,"writer,producer,soundtrack",
16577,nm0736361,76734,writer,Erik Hazelhoff Roelfzema,"writer,actor",Male
16578,nm0736392,58536,director,Larry Roemer,"producer,director",
16579,nm0736609,143127,writer,Randy Rogel,"writer,soundtrack,producer",
16580,nm0736622,4438848,writer,Seth Rogen,"actor,writer,producer",Male
16581,nm0736622,1245492,director,Seth Rogen,"actor,writer,producer",Male
16582,nm0736622,1298649,writer,Seth Rogen,"actor,writer,producer",Male
16583,nm0736622,829482,writer,Seth Rogen,"actor,writer,producer",Male
16584,nm0736622,2788710,director,Seth Rogen,"actor,writer,producer",Male
16585,nm0736622,990407,writer,Seth Rogen,"actor,writer,producer",Male
16586,nm0736622,1700841,writer,Seth Rogen,"actor,writer,producer",Male
16587,nm0736622,2788710,writer,Seth Rogen,"actor,writer,producer",Male
16588,nm0736622,1245492,writer,Seth Rogen,"actor,writer,producer",Male
16589,nm0736622,910936,writer,Seth Rogen,"actor,writer,producer",Male
16590,nm0736778,31322,writer,Charley Rogers,"actor,writer,director",Male
16591,nm0736778,32339,writer,Charley Rogers,"actor,writer,director",Male
16592,nm0736911,17410,writer,Howard Emmett Rogers,"writer,miscellaneous",
16593,nm0736911,25091,writer,Howard Emmett Rogers,"writer,miscellaneous",
16594,nm0736911,34746,writer,Howard Emmett Rogers,"writer,miscellaneous",
16595,nm0736911,19412,writer,Howard Emmett Rogers,"writer,miscellaneous",
16596,nm0736930,252866,director,J.B. Rogers,"assistant_director,producer,director",
16597,nm0736966,244000,writer,John Rogers,"writer,producer,director",
16598,nm0736966,418279,writer,John Rogers,"writer,producer,director",
16599,nm0736966,327554,writer,John Rogers,"writer,producer,director",
16600,nm0736966,298814,writer,John Rogers,"writer,producer,director",
16601,nm0737167,66728,writer,Roswell Rogers,"writer,miscellaneous",
16602,nm0737216,35423,writer,Steven Rogers,"writer,producer",
16603,nm0737216,119313,writer,Steven Rogers,"writer,producer",
16604,nm0737216,431308,writer,Steven Rogers,"writer,producer",
16605,nm0737216,2279339,writer,Steven Rogers,"writer,producer",
16606,nm0737216,120686,writer,Steven Rogers,"writer,producer",
16607,nm0737216,5580036,writer,Steven Rogers,"writer,producer",
16608,nm0737241,1217213,writer,Tom Rogers,"writer,music_department,art_department",
16609,nm0737241,318403,writer,Tom Rogers,"writer,music_department,art_department",
16610,nm0737241,3120408,writer,Tom Rogers,"writer,music_department,art_department",
16611,nm0737445,97182,writer,Criena Rohan,writer,
16612,nm0737993,285742,writer,Will Rokos,"writer,producer,actor",Male
16613,nm0738222,1638355,writer,Sam Rolfe,"writer,producer,soundtrack",
16614,nm0738736,68359,director,Phil Roman,"producer,animation_department,director",
16615,nm0738736,105616,director,Phil Roman,"producer,animation_department,director",
16616,nm0738796,1334260,director,Mark Romanek,"director,writer,producer",
16617,nm0738796,265459,writer,Mark Romanek,"director,writer,producer",
16618,nm0738796,265459,director,Mark Romanek,"director,writer,producer",
16619,nm0738908,1189340,writer,John Romano,"producer,writer,miscellaneous",
16620,nm0738908,138524,writer,John Romano,"producer,writer,miscellaneous",
16621,nm0738925,4428788,writer,Marcia Romano,"writer,director,producer",
16622,nm0738925,287986,writer,Marcia Romano,"writer,director,producer",
16623,nm0739388,68282,director,Eddie Romero,"director,writer,producer",
16624,nm0739676,38109,writer,May E. Romm,"miscellaneous,writer",
16625,nm0739744,178844,writer,Gianni Romoli,"writer,producer,miscellaneous",
16626,nm0739744,274497,writer,Gianni Romoli,"writer,producer,miscellaneous",
16627,nm0739755,948530,director,Christophe Van Rompaey,"director,assistant_director,writer",
16628,nm0740021,56801,writer,Brunello Rondi,"writer,director,art_department",
16629,nm0740021,53779,writer,Brunello Rondi,"writer,director,art_department",
16630,nm0740021,59229,writer,Brunello Rondi,"writer,director,art_department",
16631,nm0740115,477051,writer,David Ronn,"writer,producer",
16632,nm0740115,472181,writer,David Ronn,"writer,producer",
16633,nm0740115,2017020,writer,David Ronn,"writer,producer",
16634,nm0740161,1605717,writer,Jon Ronson,"writer,director,producer",
16635,nm0740161,3967856,writer,Jon Ronson,"writer,director,producer",
16636,nm0740161,1234548,writer,Jon Ronson,"writer,director,producer",
16637,nm0740213,105316,director,Darrell Roodt,"director,writer,producer",
16638,nm0740256,155723,writer,Leon Rooke,writer,
16639,nm0740311,279967,director,Darrell Rooney,"animation_department,art_department,production_designer",
16640,nm0740311,120131,director,Darrell Rooney,"animation_department,art_department,production_designer",
16641,nm0740316,47677,writer,Frank Rooney,writer,
16642,nm0740400,186894,director,Don Roos,"writer,director,miscellaneous",
16643,nm0740400,186894,writer,Don Roos,"writer,director,miscellaneous",
16644,nm0740400,822832,writer,Don Roos,"writer,director,miscellaneous",
16645,nm0740400,120777,writer,Don Roos,"writer,director,miscellaneous",
16646,nm0740400,120777,director,Don Roos,"writer,director,miscellaneous",
16647,nm0740400,105414,writer,Don Roos,"writer,director,miscellaneous",
16648,nm0740400,361693,writer,Don Roos,"writer,director,miscellaneous",
16649,nm0740400,112571,writer,Don Roos,"writer,director,miscellaneous",
16650,nm0740400,361693,director,Don Roos,"writer,director,miscellaneous",
16651,nm0740464,90570,writer,James Roose-Evans,writer,
16652,nm0740528,36363,writer,Lynn Root,writer,
16653,nm0740537,29442,writer,Wells Root,"writer,director",
16654,nm0740568,97790,writer,Tom Ropelewski,"producer,writer,director",
16655,nm0740622,24034,writer,Bradford Ropes,writer,
16656,nm0741228,123209,writer,Alexandra Rose,"producer,writer,actress",Female
16657,nm0741262,2401715,writer,Bernard Rose,"director,writer,cinematographer",
16658,nm0741262,2401715,director,Bernard Rose,"director,writer,cinematographer",
16659,nm0741262,103919,director,Bernard Rose,"director,writer,cinematographer",
16660,nm0741262,103919,writer,Bernard Rose,"director,writer,cinematographer",
16661,nm0741358,29442,writer,Edward E. Rose,writer,
16662,nm0741439,82474,writer,Jack Rose,"writer,producer",
16663,nm0741439,70819,writer,Jack Rose,"writer,producer",
16664,nm0741544,71994,writer,Louisa Rose,writer,
16665,nm0741582,66808,writer,Mickey Rose,"writer,actor,miscellaneous",Male
16666,nm0741582,65063,writer,Mickey Rose,"writer,actor,miscellaneous",Male
16667,nm0741627,50083,writer,Reginald Rose,"writer,producer",
16668,nm0741656,41650,writer,Ruth Rose,writer,
16669,nm0741656,24216,writer,Ruth Rose,writer,
16670,nm0741740,61735,writer,William Rose,writer,
16671,nm0741740,48281,writer,William Rose,writer,
16672,nm0741775,78869,writer,Jeb Rosebrook,"writer,producer",
16673,nm0741824,4322180,writer,Gualtiero Rosella,"writer,actor,miscellaneous",Male
16674,nm0742034,78480,director,Martin Rosen,"producer,director,writer",
16675,nm0742034,78480,writer,Martin Rosen,"producer,director,writer",
16676,nm0742078,64806,writer,Sam Rosen,writer,
16677,nm0742194,815245,writer,Craig Rosenberg,"producer,writer,miscellaneous",
16678,nm0742194,367479,writer,Craig Rosenberg,"producer,writer,miscellaneous",
16679,nm0742194,412798,writer,Craig Rosenberg,"producer,writer,miscellaneous",
16680,nm0742194,412798,director,Craig Rosenberg,"producer,writer,miscellaneous",
16681,nm0742236,103247,writer,Jeanne Rosenberg,"writer,miscellaneous,producer",
16682,nm0742236,107099,writer,Jeanne Rosenberg,"writer,miscellaneous,producer",
16683,nm0742236,447854,writer,Jeanne Rosenberg,"writer,miscellaneous,producer",
16684,nm0742279,1673434,writer,Melissa Rosenberg,"producer,writer,miscellaneous",
16685,nm0742279,1324999,writer,Melissa Rosenberg,"producer,writer,miscellaneous",
16686,nm0742279,1325004,writer,Melissa Rosenberg,"producer,writer,miscellaneous",
16687,nm0742279,2357547,writer,Melissa Rosenberg,"producer,writer,miscellaneous",
16688,nm0742279,462590,writer,Melissa Rosenberg,"producer,writer,miscellaneous",
16689,nm0742279,1259571,writer,Melissa Rosenberg,"producer,writer,miscellaneous",
16690,nm0742279,1099212,writer,Melissa Rosenberg,"producer,writer,miscellaneous",
16691,nm0742341,78767,director,Stuart Rosenberg,"director,producer,production_manager",
16692,nm0742341,61512,director,Stuart Rosenberg,"director,producer,production_manager",
16693,nm0742554,55278,writer,Lulla Rosenfeld,writer,
16694,nm0742651,1876451,writer,Howard Rosenman,"producer,actor,writer",Male
16695,nm0742651,75249,writer,Howard Rosenman,"producer,actor,writer",Male
16696,nm0742768,86619,writer,Jack Rosenthal,"writer,producer,miscellaneous",
16697,nm0742797,963966,writer,Mark Rosenthal,"writer,producer,director",
16698,nm0742797,304415,writer,Mark Rosenthal,"writer,producer,director",
16699,nm0742797,133152,writer,Mark Rosenthal,"writer,producer,director",
16700,nm0742797,120749,writer,Mark Rosenthal,"writer,producer,director",
16701,nm0742797,106400,writer,Mark Rosenthal,"writer,producer,director",
16702,nm0742797,102975,writer,Mark Rosenthal,"writer,producer,director",
16703,nm0742797,94074,writer,Mark Rosenthal,"writer,producer,director",
16704,nm0742797,89470,writer,Mark Rosenthal,"writer,producer,director",
16705,nm0742819,109275,director,Rick Rosenthal,"director,producer,actor",Male
16706,nm0742819,82495,director,Rick Rosenthal,"director,producer,actor",Male
16707,nm0742940,68346,writer,Francesco Rosi,"writer,director,assistant_director",
16708,nm0742940,68346,director,Francesco Rosi,"writer,director,assistant_director",
16709,nm0742940,43332,writer,Francesco Rosi,"writer,director,assistant_director",
16710,nm0743093,200809,director,Mark Rosman,"director,writer,producer",
16711,nm0743093,380623,director,Mark Rosman,"director,writer,producer",
16712,nm0743093,200809,writer,Mark Rosman,"director,writer,producer",
16713,nm0743093,356470,director,Mark Rosman,"director,writer,producer",
16714,nm0743093,1052352,director,Mark Rosman,"director,writer,producer",
16715,nm0743093,1232783,writer,Mark Rosman,"director,writer,producer",
16716,nm0743119,117500,writer,Mark Rosner,"producer,writer,director",
16717,nm0743129,82484,writer,J.H. Rosny Sr.,writer,
16718,nm0743232,46876,writer,Arthur A. Ross,writer,
16719,nm0743407,36172,writer,Frank Ross,"producer,actor,writer",Male
16720,nm0743584,71935,writer,Kenneth Ross,writer,
16721,nm0743671,3553976,director,Matt Ross,"actor,director,writer",Male
16722,nm0743671,3553976,writer,Matt Ross,"actor,director,writer",Male
16723,nm0744023,38890,writer,Roberto Rossellini,"writer,director,producer",
16724,nm0744023,46511,director,Roberto Rossellini,"writer,director,producer",
16725,nm0744023,38890,director,Roberto Rossellini,"writer,director,producer",
16726,nm0744023,46511,writer,Roberto Rossellini,"writer,director,producer",
16727,nm0744035,54997,director,Robert Rossen,"writer,director,producer",
16728,nm0744035,54997,writer,Robert Rossen,"writer,director,producer",
16729,nm0744035,29217,writer,Robert Rossen,"writer,director,producer",
16730,nm0744081,60315,writer,Franco Rossetti,"writer,director,assistant_director",
16731,nm0744429,138749,writer,Terry Rossio,"writer,director,producer",
16732,nm0744429,325980,writer,Terry Rossio,"writer,director,producer",
16733,nm0744429,122718,writer,Terry Rossio,"writer,director,producer",
16734,nm0744429,115491,writer,Terry Rossio,"writer,director,producer",
16735,nm0744429,1298650,writer,Terry Rossio,"writer,director,producer",
16736,nm0744429,383574,writer,Terry Rossio,"writer,director,producer",
16737,nm0744429,1790809,writer,Terry Rossio,"writer,director,producer",
16738,nm0744429,449088,writer,Terry Rossio,"writer,director,producer",
16739,nm0744429,1210819,writer,Terry Rossio,"writer,director,producer",
16740,nm0744429,103639,writer,Terry Rossio,"writer,director,producer",
16741,nm0744429,120685,writer,Terry Rossio,"writer,director,producer",
16742,nm0744429,386140,writer,Terry Rossio,"writer,director,producer",
16743,nm0744429,120746,writer,Terry Rossio,"writer,director,producer",
16744,nm0744429,126029,writer,Terry Rossio,"writer,director,producer",
16745,nm0744504,40724,director,Arthur Rosson,"director,assistant_director,writer",
16746,nm0744514,23427,director,Richard Rosson,"actor,director,assistant_director",Male
16747,nm0744576,38453,writer,Leo Rosten,writer,
16748,nm0744612,68161,writer,Stanislav Rostotskiy,"director,actor,writer",Male
16749,nm0744612,68161,director,Stanislav Rostotskiy,"director,actor,writer",Male
16750,nm0744794,119369,director,Bobby Roth,"director,producer,writer",
16751,nm0744834,450278,writer,Eli Roth,"producer,actor,writer",Male
16752,nm0744834,498353,director,Eli Roth,"producer,actor,writer",Male
16753,nm0744834,450278,director,Eli Roth,"producer,actor,writer",Male
16754,nm0744834,303816,writer,Eli Roth,"producer,actor,writer",Male
16755,nm0744834,1258972,writer,Eli Roth,"producer,actor,writer",Male
16756,nm0744834,303816,director,Eli Roth,"producer,actor,writer",Male
16757,nm0744834,498353,writer,Eli Roth,"producer,actor,writer",Male
16758,nm0744834,2403021,director,Eli Roth,"producer,actor,writer",Male
16759,nm0744834,2403021,writer,Eli Roth,"producer,actor,writer",Male
16760,nm0744834,361748,director,Eli Roth,"producer,actor,writer",Male
16761,nm0744839,408306,writer,Eric Roth,"producer,writer,actor",Male
16762,nm0744839,421715,writer,Eric Roth,"producer,writer,actor",Male
16763,nm0744839,477302,writer,Eric Roth,"producer,writer,actor",Male
16764,nm0744839,343737,writer,Eric Roth,"producer,writer,actor",Male
16765,nm0744839,119925,writer,Eric Roth,"producer,writer,actor",Male
16766,nm0744839,109830,writer,Eric Roth,"producer,writer,actor",Male
16767,nm0744985,233657,writer,Phillip J. Roth,"producer,writer,director",
16768,nm0744985,109144,writer,Phillip J. Roth,"producer,writer,director",
16769,nm0744985,109144,director,Phillip J. Roth,"producer,writer,director",
16770,nm0745087,120133,writer,Jeff Rothberg,"writer,producer,miscellaneous",
16771,nm0745131,426578,director,Marc Rothemund,"director,assistant_director,producer",
16772,nm0745247,2294449,writer,Rodney Rothman,"writer,producer,director",
16773,nm0745343,390450,writer,Jayson Rothwell,"writer,director,producer",
16774,nm0745349,62782,writer,Talbot Rothwell,writer,
16775,nm0745349,57918,writer,Talbot Rothwell,writer,
16776,nm0745349,56912,writer,Talbot Rothwell,writer,
