,nconst,tconst,crew.type,primaryName,primaryProfession,gender
16163,nm0712753,323944,director,Billy Ray,"writer,director,producer",
16164,nm0712753,401997,writer,Billy Ray,"writer,director,producer",
16165,nm0712782,3598222,director,Christopher Ray,"producer,assistant_director,director",
16166,nm0712947,47136,writer,Nicholas Ray,"director,writer,actor",Male
16167,nm0712947,56800,director,Nicholas Ray,"director,writer,actor",Male
16168,nm0712947,47136,director,Nicholas Ray,"director,writer,actor",Male
16169,nm0712947,48545,director,Nicholas Ray,"director,writer,actor",Male
16170,nm0712947,49010,director,Nicholas Ray,"director,writer,actor",Male
16171,nm0712947,48545,writer,Nicholas Ray,"director,writer,actor",Male
16172,nm0712947,51114,director,Nicholas Ray,"director,writer,actor",Male
16173,nm0712947,42593,director,Nicholas Ray,"director,writer,actor",Male
16174,nm0713128,114319,writer,David Rayfiel,"writer,miscellaneous",
16175,nm0713128,73802,writer,David Rayfiel,"writer,miscellaneous",
16176,nm0713128,106918,writer,David Rayfiel,"writer,miscellaneous",
16177,nm0713204,80745,writer,Alex Raymond,writer,
16178,nm0713214,257778,director,Bradley Raymond,"art_department,director,miscellaneous",
16179,nm0713214,1216515,director,Bradley Raymond,"art_department,director,miscellaneous",
16180,nm0713214,823671,director,Bradley Raymond,"art_department,director,miscellaneous",
16181,nm0713214,823671,writer,Bradley Raymond,"art_department,director,miscellaneous",
16182,nm0713214,318403,director,Bradley Raymond,"art_department,director,miscellaneous",
16183,"nm0713214,nm0397377",1216515,writer,,unknown,
16184,nm0713454,50356,writer,D.A. Rayner,writer,
16185,nm0713479,257044,writer,Richard Piers Rayner,writer,
16186,nm0713833,58100,writer,Jan Read,"writer,editorial_department,miscellaneous",
16187,nm0713852,862467,writer,Matthew Read,"producer,writer,casting_director",
16188,nm0714114,910970,writer,Jim Reardon,"assistant_director,animation_department,writer",
16189,nm0714114,2948356,writer,Jim Reardon,"assistant_director,animation_department,writer",
16190,nm0714114,1772341,writer,Jim Reardon,"assistant_director,animation_department,writer",
16191,"nm0714184,nm0131549,nm0154674,nm0277730,nm1047603,nm1198528,nm2745499,nm6099014",106364,writer,,unknown,
16192,nm0714199,3532278,writer,Joanne Reay,"producer,writer,actress",Female
16193,nm0714246,116493,writer,Theresa Rebeck,"producer,writer,director",
16194,nm0714246,327554,writer,Theresa Rebeck,"producer,writer,director",
16195,nm0714695,309593,writer,Jeffrey Reddick,"producer,writer,actor",Male
16196,nm0714695,1622979,writer,Jeffrey Reddick,"producer,writer,actor",Male
16197,nm0714695,489018,writer,Jeffrey Reddick,"producer,writer,actor",Male
16198,nm0714695,1144884,writer,Jeffrey Reddick,"producer,writer,actor",Male
16199,nm0714695,414982,writer,Jeffrey Reddick,"producer,writer,actor",Male
16200,nm0714695,195714,writer,Jeffrey Reddick,"producer,writer,actor",Male
16201,nm0714793,77416,writer,Quinn K. Redeker,"actor,writer,producer",Male
16202,nm0715076,758753,writer,Markus Redmond,"actor,writer,director",Male
16203,nm0715097,3973,writer,Fergus Redmund,writer,
16204,nm0715118,53459,writer,Jean Redon,writer,
16205,nm0715312,84855,writer,Barry Reed,writer,
16206,nm0715346,41959,writer,Carol Reed,"director,producer,assistant_director",
16207,nm0715346,39677,director,Carol Reed,"director,producer,assistant_director",
16208,nm0715346,41959,director,Carol Reed,"director,producer,assistant_director",
16209,nm0715636,478970,director,Peyton Reed,"director,producer,actor",Male
16210,nm0715636,1068680,director,Peyton Reed,"director,producer,actor",Male
16211,nm0715636,204946,director,Peyton Reed,"director,producer,actor",Male
16212,nm0715636,452594,director,Peyton Reed,"director,producer,actor",Male
16213,nm0715636,309530,director,Peyton Reed,"director,producer,actor",Male
16214,"nm0715723,nm0792670,nm1073460,nm2191908,nm0791217,nm0403398,nm0049721",26138,writer,,unknown,
16215,nm0716206,39404,writer,Harry Reeves,"writer,animation_department",
16216,nm0716206,40580,writer,Harry Reeves,"writer,animation_department",
16217,nm0716257,3450958,writer,Matt Reeves,"writer,producer,director",
16218,nm0716257,1228987,director,Matt Reeves,"writer,producer,director",
16219,nm0716257,1060277,director,Matt Reeves,"writer,producer,director",
16220,nm0716257,3450958,director,Matt Reeves,"writer,producer,director",
16221,nm0716257,1228987,writer,Matt Reeves,"writer,producer,director",
16222,nm0716257,2103281,director,Matt Reeves,"writer,producer,director",
16223,nm0716307,38474,writer,Theodore Reeves,writer,
16224,nm0716307,37120,writer,Theodore Reeves,writer,
16225,nm0716347,1602613,director,Nicolas Winding Refn,"writer,director,producer",
16226,nm0716347,117407,writer,Nicolas Winding Refn,"writer,director,producer",
16227,nm0716347,1974419,director,Nicolas Winding Refn,"writer,director,producer",
16228,nm0716347,396184,writer,Nicolas Winding Refn,"writer,director,producer",
16229,nm0716347,289944,writer,Nicolas Winding Refn,"writer,director,producer",
16230,nm0716347,780504,director,Nicolas Winding Refn,"writer,director,producer",
16231,nm0716347,1602613,writer,Nicolas Winding Refn,"writer,director,producer",
16232,nm0716347,862467,writer,Nicolas Winding Refn,"writer,director,producer",
16233,nm0716347,862467,director,Nicolas Winding Refn,"writer,director,producer",
16234,nm0716347,1172570,writer,Nicolas Winding Refn,"writer,director,producer",
16235,nm0716347,396184,director,Nicolas Winding Refn,"writer,director,producer",
16236,nm0716347,1974419,writer,Nicolas Winding Refn,"writer,director,producer",
16237,nm0716347,117407,director,Nicolas Winding Refn,"writer,director,producer",
16238,nm0716347,289944,director,Nicolas Winding Refn,"writer,director,producer",
16239,nm0716347,1172570,director,Nicolas Winding Refn,"writer,director,producer",
16240,nm0716366,337711,writer,David Regal,"producer,miscellaneous,writer",
16241,nm0716391,211181,writer,Brian Regan,writer,
16242,nm0716391,251127,writer,Brian Regan,writer,
16243,nm0716585,145937,writer,Godfrey Reggio,"director,writer,producer",
16244,nm0716585,85809,director,Godfrey Reggio,"director,writer,producer",
16245,nm0716585,85809,writer,Godfrey Reggio,"director,writer,producer",
16246,nm0716585,145937,director,Godfrey Reggio,"director,writer,producer",
16247,nm0716701,80931,writer,Piero Regnoli,"writer,director,actor",Male
16248,nm0716973,1667355,writer,Peter Reichard,"writer,director,producer",
16249,nm0716980,1518812,director,Kelly Reichardt,"director,writer,editor",
16250,nm0716980,4468634,writer,Kelly Reichardt,"director,writer,editor",
16251,nm0716980,1152850,writer,Kelly Reichardt,"director,writer,editor",
16252,nm0716980,1152850,director,Kelly Reichardt,"director,writer,editor",
16253,nm0716980,4468634,director,Kelly Reichardt,"director,writer,editor",
16254,nm0717046,20642,writer,Frank Reicher,"actor,director,miscellaneous",Male
16255,nm0717550,955308,writer,Ethan Reiff,"writer,producer,cinematographer",
16256,nm0717550,441773,writer,Ethan Reiff,"writer,producer,cinematographer",
16257,nm0718031,112384,writer,Al Reinert,"writer,director,producer",
16258,nm0718101,37008,writer,Elizabeth Reinhardt,writer,
16259,nm0718106,32349,writer,Gottfried Reinhardt,"director,producer,writer",
16260,nm0718125,1691323,director,Athina Rachel Tsangari,"producer,director,writer",
16261,nm0718125,1691323,writer,Athina Rachel Tsangari,"producer,director,writer",
16262,nm0718140,31516,writer,Wolfgang Reinhardt,"producer,writer",
16263,nm0718201,15532,director,Lotte Reiniger,"director,animation_department,writer",
16264,nm0718201,15532,writer,Lotte Reiniger,"director,animation_department,writer",
16265,nm0718321,40321,director,Irving Reis,"director,writer,cinematographer",
16266,nm0718466,88172,writer,Dean Riesner,"writer,miscellaneous,actor",Male
16267,nm0718466,68699,writer,Dean Riesner,"writer,miscellaneous,actor",Male
16268,nm0718466,67588,writer,Dean Riesner,"writer,miscellaneous,actor",Male
16269,nm0718466,93011,writer,Dean Riesner,"writer,miscellaneous,actor",Male
16270,nm0718469,19421,director,Charles Reisner,"director,actor,writer",Male
16271,nm0718514,1080016,writer,Mike Reiss,"producer,writer,miscellaneous",
16272,nm0718554,90110,director,Karel Reisz,"director,producer,writer",
16273,nm0718627,55254,director,Wolfgang Reitherman,"animation_department,director,producer",
16274,nm0718627,76363,director,Wolfgang Reitherman,"animation_department,director,producer",
16275,nm0718627,61852,director,Wolfgang Reitherman,"animation_department,director,producer",
16276,nm0718627,57546,director,Wolfgang Reitherman,"animation_department,director,producer",
16277,nm0718627,65421,director,Wolfgang Reitherman,"animation_department,director,producer",
16278,nm0718627,76618,director,Wolfgang Reitherman,"animation_department,director,producer",
16279,nm0718627,70608,director,Wolfgang Reitherman,"animation_department,director,producer",
16280,nm0718637,120632,writer,Richard Reitinger,"writer,actor",Male
16281,nm0718645,87332,director,Ivan Reitman,"producer,miscellaneous,director",
16282,nm0718645,251075,director,Ivan Reitman,"producer,miscellaneous,director",
16283,nm0718645,120828,director,Ivan Reitman,"producer,miscellaneous,director",
16284,nm0718645,83131,director,Ivan Reitman,"producer,miscellaneous,director",
16285,nm0718645,1411238,director,Ivan Reitman,"producer,miscellaneous,director",
16286,nm0718645,96320,director,Ivan Reitman,"producer,miscellaneous,director",
16287,nm0718645,106673,director,Ivan Reitman,"producer,miscellaneous,director",
16288,nm0718645,2223990,director,Ivan Reitman,"producer,miscellaneous,director",
16289,nm0718645,97428,director,Ivan Reitman,"producer,miscellaneous,director",
16290,nm0718645,79540,director,Ivan Reitman,"producer,miscellaneous,director",
16291,nm0718645,1289401,writer,Ivan Reitman,"producer,miscellaneous,director",
16292,nm0718645,99938,director,Ivan Reitman,"producer,miscellaneous,director",
16293,nm0718646,1193138,director,Jason Reitman,"producer,director,writer",
16294,nm0718646,427944,director,Jason Reitman,"producer,director,writer",
16295,nm0718646,427944,writer,Jason Reitman,"producer,director,writer",
16296,nm0718646,467406,director,Jason Reitman,"producer,director,writer",
16297,nm0718646,1625346,director,Jason Reitman,"producer,director,writer",
16298,nm0718646,1193138,writer,Jason Reitman,"producer,director,writer",
16299,nm0718670,182508,writer,Daniel Reitz,"writer,director",
16300,nm0718871,20629,writer,Erich Maria Remarque,"writer,actor,miscellaneous",Male
16301,nm0719165,26663,writer,Maurice Renard,writer,
16302,nm0719208,1482459,director,Chris Renaud,"producer,actor,director",Male
16303,nm0719208,1323594,director,Chris Renaud,"producer,actor,director",Male
16304,nm0719208,1690953,director,Chris Renaud,"producer,actor,director",Male
16305,nm0719208,2709768,director,Chris Renaud,"producer,actor,director",Male
16306,nm0719334,313410,writer,Ruth Rendell,writer,
16307,nm0719334,118819,writer,Ruth Rendell,writer,
16308,nm0719334,3184934,writer,Ruth Rendell,writer,
16309,nm0719427,94612,writer,Robert Reneau,writer,
16310,nm0719427,106697,writer,Robert Reneau,writer,
16311,nm0719734,119643,writer,Jeff Reno,"producer,writer,miscellaneous",
16312,nm0719755,2150332,writer,Jacques Renoir,"cinematographer,camera_department,writer",
16313,nm0719756,21739,director,Jean Renoir,"writer,director,actor",Male
16314,nm0719756,22718,director,Jean Renoir,"writer,director,actor",Male
16315,nm0719756,22718,writer,Jean Renoir,"writer,director,actor",Male
16316,nm0719756,31885,director,Jean Renoir,"writer,director,actor",Male
16317,nm0719756,31885,writer,Jean Renoir,"writer,director,actor",Male
16318,nm0719756,21739,writer,Jean Renoir,"writer,director,actor",Male
16319,nm0719886,215364,director,Nicholas Renton,director,
16320,nm0720135,3553442,director,John Requa,"producer,writer,director",
16321,nm0720135,1045772,writer,John Requa,"producer,writer,director",
16322,nm0720135,307987,writer,John Requa,"producer,writer,director",
16323,nm0720135,1570728,director,John Requa,"producer,writer,director",
16324,nm0720135,1045772,director,John Requa,"producer,writer,director",
16325,nm0720135,2381941,director,John Requa,"producer,writer,director",
16326,nm0720135,2381941,writer,John Requa,"producer,writer,director",
16327,nm0720241,1906426,director,Kathrin Resetarits,"actress,writer,miscellaneous",Female
16328,nm0720297,2751390,director,Alain Resnais,"director,editor,writer",
16329,nm0720297,2751390,writer,Alain Resnais,"director,editor,writer",
16330,nm0720304,266452,writer,Adam Resnick,"writer,producer,miscellaneous",
16331,nm0720334,80319,writer,Patricia Resnick,"writer,producer,actress",Female
16332,nm0720334,75612,writer,Patricia Resnick,"writer,producer,actress",Female
16333,nm0720334,105481,writer,Patricia Resnick,"writer,producer,actress",Female
16334,nm0720338,102797,writer,Sam Resnick,writer,
16335,nm0720771,86543,writer,Gerard Reve,writer,
16336,nm0720904,21015,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16337,nm0720904,31505,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16338,nm0720904,34248,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16339,nm0720904,42994,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16340,nm0720904,23285,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16341,nm0720904,23395,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16342,nm0720904,39694,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16343,nm0720904,36342,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16344,nm0720904,21165,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16345,nm0720904,22395,writer,Alma Reville,"writer,miscellaneous,assistant_director",
16346,"nm0720904,nm0256532",28212,writer,,unknown,
16347,"nm0720904,nm0489679",28231,writer,,unknown,
16348,nm0721468,38969,writer,Dalton S. Reymond,"miscellaneous,writer",
16349,nm0721526,3,director,Émile Reynaud,director,
16350,nm0721675,283426,writer,David Reynolds,"writer,actor,miscellaneous",Male
16351,nm0721675,120917,writer,David Reynolds,"writer,actor,miscellaneous",Male
16352,nm0721675,266543,writer,David Reynolds,"writer,actor,miscellaneous",Male
16353,nm0721800,95687,writer,Jonathan Reynolds,"producer,writer",
16354,nm0721817,89126,director,Kevin Reynolds,"director,writer,assistant_director",
16355,nm0721817,114898,director,Kevin Reynolds,"director,writer,assistant_director",
16356,nm0721817,102798,director,Kevin Reynolds,"director,writer,assistant_director",
16357,nm0721817,89126,writer,Kevin Reynolds,"director,writer,assistant_director",
16358,nm0721817,1234719,writer,Kevin Reynolds,"director,writer,assistant_director",
16359,nm0721913,40202,writer,Quentin Reynolds,"actor,writer,miscellaneous",Male
16360,nm0722078,1692486,writer,Yasmina Reza,"writer,actress,director",Female
16361,nm0722209,311926,writer,Johan Rheborg,"actor,writer,director",Male
16362,nm0722274,275022,writer,Shonda Rhimes,"writer,producer,director",
16363,nm0722274,368933,writer,Shonda Rhimes,"writer,producer,director",
16364,nm0722274,413573,writer,Shonda Rhimes,"writer,producer,director",
16365,nm0722274,172348,writer,Shonda Rhimes,"writer,producer,director",
16366,nm0722493,116212,director,Michael Ray Rhodes,"producer,director,writer",
16367,nm0722493,107099,director,Michael Ray Rhodes,"producer,director,writer",
16368,nm0722610,1436562,writer,Don Rhymer,"writer,producer,miscellaneous",
16369,nm0722610,304669,writer,Don Rhymer,"writer,producer,miscellaneous",
16370,nm0722610,2357291,writer,Don Rhymer,"writer,producer,miscellaneous",
16371,"nm0722610,nm0047916,nm8758198,nm0178589",3411444,writer,,unknown,
16372,nm0723114,2153963,writer,Mariana Ricardo,"writer,actress,composer",Female
16373,nm0723351,110148,writer,Anne Rice,"writer,producer",
16374,nm0723351,238546,writer,Anne Rice,"writer,producer",
16375,nm0723468,245562,writer,John Rice,"writer,producer,director",
16376,nm0723692,181536,writer,Mike Rich,"writer,producer",
16377,nm0723692,1028576,writer,Mike Rich,"writer,producer",
16378,nm0723704,82406,director,Richard Rich,"director,producer,writer",
16379,nm0723704,88814,director,Richard Rich,"director,producer,writer",
16380,nm0723704,111333,writer,Richard Rich,"director,producer,writer",
16381,nm0723704,111333,director,Richard Rich,"director,producer,writer",
16382,"nm0723704,nm0932960,nm0605730,nm0949954,nm0828245,nm0354940,nm0803100,nm0004877,nm0547850,nm0401362,nm0789873,nm0560329,nm0615780,nm0166256,nm0498991",88814,writer,,unknown,
16383,nm0723827,60390,writer,Jean-Louis Richard,"actor,writer,director",Male
16384,nm0723827,71464,writer,Jean-Louis Richard,"actor,writer,director",Male
16385,nm0723827,61955,writer,Jean-Louis Richard,"actor,writer,director",Male
16386,nm0723827,70460,writer,Jean-Louis Richard,"actor,writer,director",Male
16387,nm0724307,41088,writer,Robert L. Richards,writer,
16388,nm0724514,99423,writer,Doug Richardson,"writer,producer",
16389,nm0724700,111438,writer,Mike Richardson,"producer,writer,actor",Male
16390,nm0724798,55506,writer,Tony Richardson,"director,producer,writer",
16391,nm0724798,109306,director,Tony Richardson,"director,producer,writer",
16392,nm0724798,56194,director,Tony Richardson,"director,producer,writer",
16393,nm0724798,55506,director,Tony Richardson,"director,producer,writer",
16394,nm0724798,57590,director,Tony Richardson,"director,producer,writer",
16395,nm0724938,398712,director,Jean-François Richet,"director,writer,editor",
16396,nm0724938,1259014,director,Jean-François Richet,"director,writer,editor",
16397,nm0724938,1259014,writer,Jean-François Richet,"director,writer,editor",
16398,nm0725006,1423894,writer,Mordecai Richler,"writer,actor",Male
16399,nm0725009,57413,writer,Maurice Richlin,writer,
16400,nm0725009,383216,writer,Maurice Richlin,writer,
16401,nm0725017,28597,writer,Arthur Richman,writer,
16402,nm0725379,382992,writer,W.D. Richter,"writer,producer,director",
16403,nm0725379,113321,writer,W.D. Richter,"writer,producer,director",
16404,nm0725379,90728,writer,W.D. Richter,"writer,producer,director",
16405,nm0725379,86856,director,W.D. Richter,"writer,producer,director",
16406,nm0725407,123209,writer,Blair Richwood,"miscellaneous,actress,writer",Female
16407,nm0725564,80549,writer,Thomas Rickman,"writer,director,actor",Male
16408,nm0725564,163983,writer,Thomas Rickman,"writer,director,actor",Male
16409,nm0725983,485985,writer,John Ridley,"producer,writer,miscellaneous",
16410,nm0725983,279493,writer,John Ridley,"producer,writer,miscellaneous",
16411,nm0725983,2024544,writer,John Ridley,"producer,writer,miscellaneous",
16412,nm0726000,1220214,director,Philip Ridley,"writer,director,soundtrack",
16413,nm0726000,1220214,writer,Philip Ridley,"writer,director,soundtrack",
16414,nm0726072,82176,writer,Horst Rieck,"actor,writer",Male
16415,nm0726166,22694,director,Leni Riefenstahl,"actress,producer,director",Female
16416,nm0726166,22694,writer,Leni Riefenstahl,"actress,producer,director",Female
16417,nm0726472,122718,writer,Adam Rifkin,"writer,director,producer",
16418,nm0726472,383060,writer,Adam Rifkin,"writer,director,producer",
16419,nm0726588,18199,writer,Gordon Rigby,writer,
16420,nm0726615,1555093,writer,Adrian Rigelsford,"writer,actor",Male
16421,nm0726638,1648204,director,Patricia Riggen,"director,producer,miscellaneous",
16422,nm0726638,2006295,director,Patricia Riggen,"director,producer,miscellaneous",
16423,nm0726638,1817676,director,Patricia Riggen,"director,producer,miscellaneous",
16424,nm0726704,48445,writer,Lynn Riggs,"writer,director",
16425,nm0726892,948530,writer,Jean-Claude Van Rijckeghem,"producer,writer,director",
16426,nm0726894,1469259,director,Nick Rijgersberg,"animation_department,director,art_department",
16427,nm0726935,804529,writer,David Riker,"writer,director,editor",
16428,nm0726954,1172963,director,Eran Riklis,"director,producer,writer",
16429,nm0726954,1311075,director,Eran Riklis,"director,producer,writer",
16430,nm0726954,1172963,writer,Eran Riklis,"director,producer,writer",
16431,nm0726978,377981,writer,Andy Riley,"writer,producer,actor",Male
16432,nm0727211,114852,writer,Wolf Rilla,"director,writer,producer",
16433,nm0727370,48280,writer,Joe Rinaldi,"writer,art_department",
16434,nm0727370,46183,writer,Joe Rinaldi,"writer,art_department",
16435,"nm0727370,nm0780799,nm0109205,nm0716206",41094,writer,,unknown,
16436,nm0727411,33723,writer,Frederic I. Rinaldo,writer,
16437,nm0727497,20668,writer,Mary Roberts Rinehart,writer,
16438,nm0727497,52602,writer,Mary Roberts Rinehart,writer,
16439,nm0727497,18528,writer,Mary Roberts Rinehart,writer,
16440,nm0727754,1335975,director,Carl Rinsch,"director,writer,assistant_director",
16441,nm0727999,38409,director,Arthur Ripley,"writer,producer,director",
16442,nm0728002,30287,writer,Clements Ripley,writer,
16443,nm0728048,3521332,director,Maria Ripoll,"director,assistant_director,writer",
16444,nm0728125,193524,writer,Leonard Ripps,"writer,producer,miscellaneous",
16445,nm0728125,1142977,writer,Leonard Ripps,"writer,producer,miscellaneous",
16446,nm0728271,105323,writer,Dino Risi,"director,writer,assistant_director",
16447,nm0728307,37365,writer,Robert Riskin,"writer,producer,director",
16448,nm0728307,29162,writer,Robert Riskin,"writer,producer,director",
16449,nm0728307,33891,writer,Robert Riskin,"writer,producer,director",
16450,nm0728307,25316,writer,Robert Riskin,"writer,producer,director",
16451,nm0728307,280590,writer,Robert Riskin,"writer,producer,director",
16452,nm0728307,27996,writer,Robert Riskin,"writer,producer,director",
16453,nm0728688,55278,director,Martin Ritt,"director,producer,actor",Male
16454,"nm0728894,nm1666014,nm0870780",3711622,writer,,unknown,
16455,nm0729151,790770,writer,Stephen J. Rivele,"writer,producer",
16456,nm0729151,1596345,writer,Stephen J. Rivele,"writer,producer",
16457,nm0729202,3566726,writer,Carolina Rivera,"writer,miscellaneous,actress",Female
16458,nm0729202,806940,writer,Carolina Rivera,"writer,miscellaneous,actress",Female
16459,nm0729626,71381,director,Jacques Rivette,"director,writer,actor",Male
16460,"nm0729626,nm0339713,nm0416556",71381,writer,,unknown,
16461,nm0729960,24844,writer,Albert Riéra,"director,writer,actor",Male
16462,nm0730000,156807,writer,David Roach,"writer,producer,miscellaneous",
16463,nm0730018,14429,writer,Hal Roach,"producer,miscellaneous,writer",
16464,nm0730034,166896,writer,John Roach,writer,
16465,nm0730313,99005,writer,Christopher Robbins,writer,
16466,nm0730317,22913,writer,Clarence Aaron 'Tod' Robbins,"writer,soundtrack",
16467,nm0730355,1314645,writer,Greg Robbins,"producer,director,writer",
16468,nm0730355,1314645,director,Greg Robbins,"producer,director,writer",
16469,nm0730385,55614,director,Jerome Robbins,"miscellaneous,writer,director",
16470,nm0730385,41716,writer,Jerome Robbins,"miscellaneous,writer,director",
16471,nm0730385,55614,writer,Jerome Robbins,"miscellaneous,writer,director",
16472,nm0730422,89470,director,Matthew Robbins,"writer,director,actor",Male
16473,nm0730422,82288,writer,Matthew Robbins,"writer,director,actor",Male
16474,nm0730422,1320082,writer,Matthew Robbins,"writer,director,actor",Male
16475,nm0730422,75860,writer,Matthew Robbins,"writer,director,actor",Male
16476,nm0730422,2554274,writer,Matthew Robbins,"writer,director,actor",Male
16477,nm0730422,82288,director,Matthew Robbins,"writer,director,actor",Male
16478,nm0730422,1270761,writer,Matthew Robbins,"writer,director,actor",Male
16479,nm0730478,106834,writer,Tom Robbins,"actor,writer,soundtrack",Male
16480,nm0730850,305357,writer,Ben Roberts,"writer,producer,miscellaneous",
16481,nm0730850,160127,writer,Ben Roberts,"writer,producer,miscellaneous",
16482,nm0730860,32910,director,Bill Roberts,"animation_department,director,miscellaneous",
16483,nm0730860,36326,director,Bill Roberts,"animation_department,director,miscellaneous",
16484,nm0730860,38166,director,Bill Roberts,"animation_department,director,miscellaneous",
16485,"nm0730860,nm0766402,nm0942687",34492,director,,unknown,
16486,"nm0730860,nm0789313,nm0254675",33563,director,,unknown,
16487,nm0730932,131646,writer,Chris Roberts,"producer,director,writer",
16488,nm0730932,131646,director,Chris Roberts,"producer,director,writer",
16489,nm0731146,1674771,writer,Rob Weiss,"producer,writer,actor",Male
16490,nm0731168,2561572,writer,Ian Roberts,"writer,actor,producer",Male
16491,nm0731271,90103,writer,Jonathan Roberts,"producer,writer,miscellaneous",
16492,nm0731271,110357,writer,Jonathan Roberts,"producer,writer,miscellaneous",
16493,nm0731271,116683,writer,Jonathan Roberts,"producer,writer,miscellaneous",
16494,nm0731293,100140,writer,June Roberts,"producer,miscellaneous,writer",
16495,nm0731387,65126,writer,Marguerite Roberts,"writer,soundtrack",
16496,nm0731443,259685,writer,Nancy Roberts,"writer,producer,executive",
16497,nm0731619,4788934,writer,Terrence Stone,"actor,miscellaneous,casting_department",Male
16498,nm0731679,54047,writer,William Roberts,"writer,producer,miscellaneous",
16499,nm0731992,83959,writer,R.J. Robertson,"writer,actor,visual_effects",Male
16500,nm0732165,389790,writer,Andy Robin,"writer,producer,miscellaneous",
16501,nm0732209,29192,writer,Leo Robin,"soundtrack,music_department,actor",Male
16502,nm0732325,34613,writer,Sam Robins,writer,
16503,nm0732362,477072,writer,Allison Robinson,"actress,writer",Female
16504,nm0732430,94336,director,Bruce Robinson,"actor,writer,director",Male
16505,nm0732430,376136,director,Bruce Robinson,"actor,writer,director",Male
16506,nm0732430,94336,writer,Bruce Robinson,"actor,writer,director",Male
16507,nm0732430,376136,writer,Bruce Robinson,"actor,writer,director",Male
16508,nm0732430,97336,writer,Bruce Robinson,"actor,writer,director",Male
16509,nm0732452,31210,writer,Casey Robinson,"writer,producer,director",
16510,nm0732452,32194,writer,Casey Robinson,"writer,producer,director",
16511,nm0732452,35140,writer,Casey Robinson,"writer,producer,director",
16512,nm0732452,45162,writer,Casey Robinson,"writer,producer,director",
16513,nm0732527,103939,writer,David Robinson,"miscellaneous,writer,actor",Male
16514,nm0732631,72308,writer,Frank M. Robinson,writer,
16515,nm0732702,3139072,writer,James Robinson,"writer,director",
16516,nm0732702,311429,writer,James Robinson,"writer,director",
16517,nm0732886,93225,writer,Marilynne Robinson,writer,
16518,nm0733015,76271,writer,Richard Robinson,writer,
16519,nm0733149,441774,director,Todd Robinson,"writer,producer,director",
16520,nm0733149,441774,writer,Todd Robinson,"writer,producer,director",
16521,nm0733263,3387648,director,Adam Robitel,"actor,writer,editor",Male
16522,nm0733263,3387648,writer,Adam Robitel,"actor,writer,editor",Male
16523,nm0733415,476013,director,Steven Robman,"director,producer",
16524,nm0733427,88258,writer,Harry Shearer,"actor,writer,soundtrack",Male
16525,nm0733476,51776,director,Mark Robson,"director,producer,editor",
16526,nm0733476,62430,director,Mark Robson,"director,producer,editor",
16527,nm0733476,47349,director,Mark Robson,"director,producer,editor",
16528,nm0733476,37820,director,Mark Robson,"director,producer,editor",
16529,nm0733476,36341,director,Mark Robson,"director,producer,editor",
16530,nm0733692,366627,writer,Marc Rocco,"producer,director,writer",
16531,nm0733886,2106550,director,Eric Rochant,"writer,director,producer",
16532,nm0733886,2106550,writer,Eric Rochant,"writer,director,producer",
16533,nm0733887,41498,writer,Henri Rochard,writer,
16534,nm0733919,2524674,writer,Charlotte Roche,"actress,writer,producer",Female
16535,nm0733988,1226774,writer,Tony Roche,"writer,producer,director",
16536,"nm0733999,nm0167243",54452,writer,,unknown,
16537,nm0734132,55032,writer,Henri-Pierre Roché,writer,
16538,nm0734316,5598192,writer,Niklas Rockström,writer,
16539,nm0734319,1381413,writer,Alexandre Rockwell,"director,writer,producer",
16540,nm0734319,1381413,director,Alexandre Rockwell,"director,writer,producer",
16541,nm0734319,113101,writer,Alexandre Rockwell,"director,writer,producer",
16542,nm0734319,113101,director,Alexandre Rockwell,"director,writer,producer",
16543,nm0734441,120815,writer,Robert Rodat,"writer,producer,director",
16544,nm0734441,116329,writer,Robert Rodat,"writer,producer,director",
16545,nm0734441,187393,writer,Robert Rodat,"writer,producer,director",
16546,"nm0734441,nm0498278,nm1293367,nm0456158,nm1277476",1981115,writer,,unknown,
16547,nm0734442,6868216,writer,James Roday,"actor,producer,writer",Male
16548,"nm0734442,nm1127337,nm0128730,nm2914369,nm2090107,nm0130172,nm0415070,nm0125725,nm0501890,nm0757218,nm0825744,nm1342578,nm0325251,nm0704983,nm2765349,nm3196994",491738,writer,,unknown,
16549,nm0734466,120756,writer,Franc Roddam,"writer,producer,director",
16550,nm0734466,120756,director,Franc Roddam,"writer,producer,director",
16551,nm0734466,79766,writer,Franc Roddam,"writer,producer,director",
16552,nm0734466,79766,director,Franc Roddam,"writer,producer,director",
16553,nm0734472,117731,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16554,nm0734472,2660888,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16555,nm0734472,1408101,writer,Gene Roddenberry,"writer,producer,miscellaneous",
16556,nm0734472,253754,writer,Gene Roddenberry,"writer,producer,miscellaneous",
