"","nconst","tconst","ordering","category","primaryName","primaryProfession"
"13045","nm0225146","2053463",7,"producer","Lorenzo di Bonaventura","producer,actor,executive"
"13046","nm0225146","1205537",9,"producer","Lorenzo di Bonaventura","producer,actor,executive"
"13047","nm0225146","1399103",9,"producer","Lorenzo di Bonaventura","producer,actor,executive"
"13048","nm0225146","0450385",10,"producer","Lorenzo di Bonaventura","producer,actor,executive"
"13049","nm0225146","1821694",10,"producer","Lorenzo di Bonaventura","producer,actor,executive"
"13050","nm0225146","0822854",8,"producer","Lorenzo di Bonaventura","producer,actor,executive"
"13051","nm0225146","2109248",9,"producer","Lorenzo di Bonaventura","producer,actor,executive"
"13052","nm0225235","0118570",6,"writer","Kevin DiCicco","writer,actor,miscellaneous"
"13053","nm0225257","3148348",8,"producer","Eddie Dick","producer"
"13054","nm0225283","0039420",7,"writer","R.A. Dick","writer"
"13055","nm0225323","1833844",10,"editor","Chris Dickens","editor,sound_department,editorial_department"
"13056","nm0225332","0164052",4,"actress","Kim Dickens","actress"
"13057","nm0225416","0158409",5,"director","Ernest R. Dickerson","director,cinematographer,camera_department"
"13058","nm0225416","0097216",7,"cinematographer","Ernest R. Dickerson","director,cinematographer,camera_department"
"13059","nm0225416","0817401",5,"director","Ernest R. Dickerson","director,cinematographer,camera_department"
"13060","nm0225463","0068473",6,"writer","James Dickey","writer,actor"
"13061","nm0225512","0061398",9,"cinematographer","Desmond Dickinson","cinematographer,director,camera_department"
"13062","nm0225512","0053719",10,"cinematographer","Desmond Dickinson","cinematographer,director,camera_department"
"13063","nm0225512","0040416",7,"cinematographer","Desmond Dickinson","cinematographer,director,camera_department"
"13064","nm0225565","0415978",8,"editor","Andrew Dickler","editor,editorial_department,actor"
"13065","nm0225614","0117589",7,"composer","Andrew Dickson","composer,actor,music_department"
"13066","nm0225679","1183665",9,"producer","Kwesi Dickson","producer,production_manager,director"
"13067","nm0225710","0035881",1,"actor","Philip Dickson","actor"
"13068","nm0225784","0037630",6,"writer","Denis Diderot","writer"
"13069","nm0225818","0415167",8,"producer","Tony DiDio","producer,production_manager,miscellaneous"
"13070","nm0225868","0013442",8,"producer","Enrico Dieckmann","producer"
"13071","nm0225869","0155723",5,"director","Katherine Dieckmann","director,writer,camera_department"
"13072","nm0225899","0214529",3,"actor","Frédéric Diefenthal","actor,producer"
"13073","nm0225942","0117381",6,"writer","William Diehl","writer,director,actor"
"13074","nm0226136","0065449",2,"actress","Christine Diersch","actress"
"13075","nm0226189","0036940",5,"director","William Dieterle","director,actor,writer"
"13076","nm0226189","0024008",6,"director","William Dieterle","director,actor,writer"
"13077","nm0226189","0038499",7,"director","William Dieterle","director,actor,writer"
"13078","nm0226189","0046269",5,"director","William Dieterle","director,actor,writer"
"13079","nm0226189","0022054",5,"director","William Dieterle","director,actor,writer"
"13080","nm0226337","0034613",9,"producer","Jack Dietz","producer,miscellaneous"
"13081","nm0226337","0034521",8,"producer","Jack Dietz","producer,miscellaneous"
"13082","nm0226387","0018192",1,"actor","Albert Dieudonné","actor,writer,director"
"13083","nm0226421","3620762",10,"editor","Matthew Diezel","editorial_department,editor,visual_effects"
"13084","nm0226446","0060390",4,"actor","Anton Diffring","actor,miscellaneous"
"13085","nm0226505","3289728",7,"producer","Chip Diggins","producer,miscellaneous"
"13086","nm0226538","0041546",7,"writer","John Dighton","writer"
"13087","nm0226538","0046250",7,"writer","John Dighton","writer"
"13088","nm0226544","0119008",9,"producer","Louis DiGiaimo","casting_director,casting_department,producer"
"13089","nm0226693","0086543",9,"composer","Loek Dikker","composer,music_department,soundtrack"
"13090","nm0226813","5723286",3,"actor","Garret Dillahunt","actor,soundtrack,director"
"13091","nm0226813","2396721",2,"actor","Garret Dillahunt","actor,soundtrack,director"
"13092","nm0226813","1399683",3,"actor","Garret Dillahunt","actor,soundtrack,director"
"13093","nm0226817","2006810",4,"actor","Frank Dillane","actor"
"13094","nm0226820","2006810",2,"actor","Stephen Dillane","actor"
"13095","nm0226889","0057693",6,"writer","Robert Dillon","writer,miscellaneous,producer"
"13096","nm0226889","0057887",7,"writer","Robert Dillon","writer,miscellaneous,producer"
"13097","nm0226947","0067065",3,"actor","Bradford Dillman","actor"
"13098","nm0227039","0116212",4,"actress","Melinda Dillon","actress,soundtrack"
"13099","nm0227039","0085334",2,"actress","Melinda Dillon","actress,soundtrack"
"13100","nm0227481","0037120",9,"writer","Howard Dimsdale","writer,miscellaneous,producer"
"13101","nm0227540","0120917",5,"director","Mark Dindal","visual_effects,writer,animation_department"
"13102","nm0227540","0118829",5,"director","Mark Dindal","visual_effects,writer,animation_department"
"13103","nm0227571","0043390",6,"writer","Mel Dinelli","writer,producer"
"13104","nm0227591","0045659",10,"cinematographer","Gordon Dines","cinematographer,camera_department"
"13105","nm0227647","0067810",4,"actor","John Dullaghan","actor"
"13106","nm0227759","2120120",4,"actor","Peter Dinklage","actor,producer,soundtrack"
"13107","nm0227759","2702724",3,"actor","Peter Dinklage","actor,producer,soundtrack"
"13108","nm0227759","0340377",1,"actor","Peter Dinklage","actor,producer,soundtrack"
"13109","nm0228027","0060758",1,"actress","Mbissine Thérèse Diop","actress"
"13110","nm0228147","0120177",5,"director","Mark A.Z. Dippé","visual_effects,director,producer"
"13111","nm0228492","0413300",9,"writer","Steve Ditko","writer"
"13112","nm0228492","0145487",7,"writer","Steve Ditko","writer"
"13113","nm0228492","1211837",9,"writer","Steve Ditko","writer"
"13114","nm0228537","3832158",2,"actor","Hans-Jürgen Dittberner","actor"
"13115","nm0228542","1638002",5,"director","Christian Ditter","director,producer,writer"
"13116","nm0228690","2406566",9,"producer","A.J. Dix","producer,executive"
"13117","nm0228715","0023932",1,"actor","Richard Dix","actor,soundtrack,producer"
"13118","nm0228746","0004972",6,"writer","Thomas Dixon Jr.","writer,actor,director"
"13119","nm0228908","0322330",8,"writer","Leslie Dixon","producer,writer"
"13120","nm0228908","1219289",6,"writer","Leslie Dixon","producer,writer"
"13121","nm0228908","0097790",8,"writer","Leslie Dixon","producer,writer"
"13122","nm0228908","0155267",7,"writer","Leslie Dixon","producer,writer"
"13123","nm0228970","0079574",6,"writer","Christopher Wood","writer"
"13124","nm0229062","0115856",6,"producer","Aïssa Djabri","producer,actor,writer"
"13125","nm0229067","1360860",10,"cinematographer","Hossein Jafarian","cinematographer,writer"
"13126","nm0229106","0082640",9,"producer","André Djaoui","producer,director,actor"
"13127","nm0229172","3103576",7,"writer","Philippe Djian","writer"
"13128","nm0229424","0039286",5,"director","Edward Dmytryk","director,editor,editorial_department"
"13129","nm0229424","0036418",5,"director","Edward Dmytryk","director,editor,editorial_department"
"13130","nm0229498","0258068",3,"actress","Thi Hai Yen Do","actress,producer"
"13131","nm0229564","0089066",2,"actress","Aurelle Doazan","actress"
"13132","nm0229644","0118929",6,"writer","Lem Dobbs","writer,producer,miscellaneous"
"13133","nm0229694","1488555",5,"director","David Dobkin","producer,director,writer"
"13134","nm0229694","1872194",5,"director","David Dobkin","producer,director,writer"
"13135","nm0229930","0116365",3,"actor","Peter Dobson","actor,producer,director"
"13136","nm0230032","0120363",8,"writer","Pete Docter","writer,director,actor"
"13137","nm0230032","0114709",6,"writer","Pete Docter","writer,director,actor"
"13138","nm0230032","0198781",5,"director","Pete Docter","writer,director,actor"
"13139","nm0230032","2096673",5,"director","Pete Docter","writer,director,actor"
"13140","nm0230045","0154420",9,"cinematographer","Anthony Dod Mantle","cinematographer,camera_department,location_management"
"13141","nm0230045","0342272",9,"cinematographer","Anthony Dod Mantle","cinematographer,camera_department,location_management"
"13142","nm0230109","2167266",4,"actor","Philip Dodd","actor"
"13143","nm0230306","2017038",3,"producer","Neal Dodson","producer,actor,casting_department"
"13144","nm0230306","2937898",6,"producer","Neal Dodson","producer,actor,casting_department"
"13145","nm0230426","2592512",3,"actor","Chris Doerner","producer,actor,miscellaneous"
"13146","nm0230669","0166792",8,"writer","Davis Doi","animation_department,art_department,producer"
"13147","nm0230693","0211443",2,"actress","Lexa Doig","actress"
"13148","nm0230752","0109913",7,"composer","Brendan Dolan","composer,sound_department,actor"
"13149","nm0230859","3612616",5,"director","Xavier Dolan","actor,writer,director"
"13150","nm0230934","0059319",3,"actor","Guy Doleman","actor"
"13151","nm0230990","0068161",2,"actress","Irina Dolganova","actress"
"13152","nm0231085","0098327",1,"actress","Birgit Doll","actress"
"13153","nm0231098","0046451",3,"actress","Dora Doll","actress"
"13154","nm0231152","0115133",1,"actress","Helle Dolleris","actress,writer,assistant_director"
"13155","nm0231231","0023395",10,"composer","Adolph Hallis","composer,soundtrack,music_department"
"13156","nm0231231","0023285",9,"composer","Adolph Hallis","composer,soundtrack,music_department"
"13157","nm0231409","0047577",2,"actress","Faith Domergue","actress"
"13158","nm0231452","0082307",4,"actor","Antoine Saint-John","actor"
"13159","nm0231596","1764234",5,"director","Andrew Dominik","director,writer,camera_department"
"13160","nm0231661","5980798",8,"producer","Arnaud Dommerc","producer,assistant_director,editor"
"13161","nm0232194","0082639",1,"actor","Peter Donat","actor,writer,soundtrack"
"13162","nm0232196","0051776",2,"actor","Robert Donat","actor,director,writer"
"13163","nm0232196","0029087",2,"actor","Robert Donat","actor,director,writer"
"13164","nm0232196","0043769",1,"actor","Robert Donat","actor,director,writer"
"13165","nm0232223","0063010",9,"producer","Ermanno Donati","producer,production_manager,writer"
"13166","nm0232319","0409842",4,"actor","Robert Donavan","actor"
"13167","nm0232364","0114916",10,"production_designer","John Dondertman","production_designer,art_department,art_director"
"13168","nm0232414","0415833",3,"actor","Chad Donella","actor"
"13169","nm0232433","0822847",9,"producer","Joshua Donen","producer,executive,miscellaneous"
"13170","nm0232433","2267998",8,"producer","Joshua Donen","producer,executive,miscellaneous"
"13171","nm0232627","0084589",4,"actor","Bernard-Pierre Donnadieu","actor,miscellaneous,writer"
"13172","nm0232776","0816462",6,"writer","Thomas Dean Donnelly","writer"
"13173","nm0232787","3832158",6,"writer","Elfie Donnelly","writer"
"13174","nm0232795","0058164",5,"director","Clive Donner","director,editor,editorial_department"
"13175","nm0232795","0081249",5,"director","Clive Donner","director,editor,editorial_department"
"13176","nm0232795","0084637",5,"director","Clive Donner","director,editor,editorial_department"
"13177","nm0232807","0083922",6,"producer","Jörn Donner","producer,writer,director"
"13178","nm0232924","0087884",8,"writer","Walter Donohue","miscellaneous,producer,writer"
"13179","nm0233026","0421229",6,"writer","Martin Donovan","writer,miscellaneous,producer"
"13180","nm0233027","0120777",2,"actor","Martin Donovan","actor,director,writer"
"13181","nm0233078","1813609",5,"director","Brett Donowho","producer,actor,director"
"13182","nm0233145","0097576",3,"actress","Alison Doody","actress"
"13183","nm0233199","3504064",10,"composer","Jim Dooley","composer,soundtrack,music_department"
"13184","nm0233352","0051786",4,"actress","Ann Doran","actress,miscellaneous,soundtrack"
"13185","nm0233375","0059319",7,"writer","James Doran","writer,director"
"13186","nm0233386","0114388",7,"producer","Lindsay Doran","producer,actress,production_manager"
"13187","nm0233386","0420223",7,"producer","Lindsay Doran","producer,actress,production_manager"
"13188","nm0233386","1415283",8,"producer","Lindsay Doran","producer,actress,production_manager"
"13189","nm0233585","0064040",7,"producer","Jacques Dorfmann","producer,writer,director"
"13190","nm0233587","0043686",9,"producer","Robert Dorfmann","producer"
"13191","nm0233587","0046451",8,"producer","Robert Dorfmann","producer"
"13192","nm0233587","0065531",6,"producer","Robert Dorfmann","producer"
"13193","nm0233587","0066491",8,"producer","Robert Dorfmann","producer"
"13194","nm0233608","0089108",5,"director","Alejandro Doria","director,writer,producer"
"13195","nm0233753","0062873",3,"actress","Françoise Dorléac","actress,soundtrack"
"13196","nm0233791","0022074",7,"writer","Felix Dormann","writer,director,actor"
"13197","nm0233827","0320661",9,"editor","Dody Dorn","editor,sound_department,producer"
"13198","nm0233856","0040458",4,"actor","Philip Dorn","actor"
"13199","nm0234237","5096536",3,"actress","Anne Dorval","actress"
"13200","nm0234237","3612616",1,"actress","Anne Dorval","actress"
"13201","nm0234500","0120802",9,"cinematographer","Alain Dostie","cinematographer,camera_department,director"
"13202","nm0234502","0043614",6,"writer","Fyodor Dostoevsky","writer,soundtrack"
"13203","nm0234541","0086879",4,"actor","Roy Dotrice","actor,writer"
"13204","nm0234668","0403702",2,"actress","Portia Doubleday","actress,producer,soundtrack"
"13205","nm0234668","1939659",4,"actress","Portia Doubleday","actress,producer,soundtrack"
"13206","nm0234781","1198153",7,"producer","Edouard Douek","producer,director,writer"
"13207","nm0235066","0047573",5,"director","Gordon Douglas","director,actor,writer"
"13208","nm0235209","0080736",10,"producer","Peter Douglas","producer,actor,director"
"13209","nm0235209","0089155",9,"producer","Peter Douglas","producer,actor,director"
"13210","nm0235209","0097366",8,"producer","Peter Douglas","producer,actor,director"
"13211","nm0235242","0210075",2,"actor","Santiago Douglas","actor"
"13212","nm0235345","0240119",3,"actress","Yoriko Dôguchi","actress"
"13213","nm0235389","0120533",6,"producer","Jean Doumanian","producer,miscellaneous,writer"
"13214","nm0235389","1322269",8,"producer","Jean Doumanian","producer,miscellaneous,writer"
"13215","nm0235389","0158371",5,"producer","Jean Doumanian","producer,miscellaneous,writer"
"13216","nm0235453","0247380",6,"cinematographer","Didier Doussin","camera_department,actor,cinematographer"
"13217","nm0235683","0097731",7,"writer","Nancy Dowd","writer,director,editorial_department"
"13218","nm0235683","0081283",8,"writer","Nancy Dowd","writer,director,editorial_department"
"13219","nm0235683","0082639",6,"writer","Nancy Dowd","writer,director,editorial_department"
"13220","nm0235684","0120657",9,"producer","Ned Dowd","producer,miscellaneous,assistant_director"
"13221","nm0235719","1314655",5,"director","John Erick Dowdle","director,writer,producer"
"13222","nm0235719","1082868",5,"director","John Erick Dowdle","director,writer,producer"
"13223","nm0235782","0098032",3,"actress","Freda Dowie","actress"
"13224","nm0235948","1630036",3,"actor","Kevin Downes","actor,producer,director"
"13225","nm0235948","3014666",8,"producer","Kevin Downes","actor,producer,director"
"13226","nm0235978","1640459",4,"actor","Brian Downey","actor,soundtrack,writer"
"13227","nm0236026","1075749",7,"producer","Mike Downey","producer,actor,executive"
"13228","nm0236157","0038762",4,"actress","Cathy Downs","actress"
"13229","nm0236226","1486834",5,"director","Michael Dowse","director,writer,producer"
"13230","nm0236279","0059764",8,"writer","Arthur Conan Doyle","writer,producer,actor"
"13231","nm0236279","0029565",6,"writer","Arthur Conan Doyle","writer,producer,actor"
"13232","nm0236279","0038494",8,"writer","Arthur Conan Doyle","writer,producer,actor"
"13233","nm0236279","0035317",9,"writer","Arthur Conan Doyle","writer,producer,actor"
"13234","nm0236279","3168230",8,"writer","Arthur Conan Doyle","writer,producer,actor"
"13235","nm0236279","0038259",7,"writer","Arthur Conan Doyle","writer,producer,actor"
"13236","nm0236279","0016039",6,"writer","Arthur Conan Doyle","writer,producer,actor"
"13237","nm0236313","0118845",8,"cinematographer","Christopher Doyle","cinematographer,actor,director"
"13238","nm0236313","0118694",8,"cinematographer","Christopher Doyle","cinematographer,actor,director"
"13239","nm0236313","0452637",8,"cinematographer","Christopher Doyle","cinematographer,actor,director"
"13240","nm0236313","0212712",7,"cinematographer","Christopher Doyle","cinematographer,actor,director"
"13241","nm0236405","0079470",10,"editor","Julian Doyle","editor,director,assistant_director"
"13242","nm0236405","0081633",9,"editor","Julian Doyle","editor,director,assistant_director"
"13243","nm0236462","0097499",7,"composer","Patrick Doyle","composer,actor,soundtrack"
"13244","nm0236462","1217209",10,"composer","Patrick Doyle","composer,actor,soundtrack"
"13245","nm0236462","0410377",10,"composer","Patrick Doyle","composer,actor,soundtrack"
"13246","nm0236462","0449010",10,"composer","Patrick Doyle","composer,actor,soundtrack"
"13247","nm0236462","0119223",9,"composer","Patrick Doyle","composer,actor,soundtrack"
"13248","nm0236462","0337909",10,"composer","Patrick Doyle","composer,actor,soundtrack"
"13249","nm0236462","0116477",7,"composer","Patrick Doyle","composer,actor,soundtrack"
"13250","nm0236462","0114388",8,"composer","Patrick Doyle","composer,actor,soundtrack"
"13251","nm0236495","2093270",3,"actor","Shawn Doyle","actor,writer,producer"
"13252","nm0236546","5973626",8,"writer","William Dozier","producer,writer,actor"
"13253","nm0236549","2737050",9,"editor","Marie-Hélène Dozo","editor,sound_department,editorial_department"
"13254","nm0236549","1186369",9,"editor","Marie-Hélène Dozo","editor,sound_department,editorial_department"
"13255","nm0236549","1657510",9,"editor","Marie-Hélène Dozo","editor,sound_department,editorial_department"
"13256","nm0236592","0412798",6,"producer","Garth H. Drabinsky","producer,actor,miscellaneous"
"13257","nm0236729","1784575",5,"director","Srdjan Dragojevic","writer,director,producer"
"13258","nm0236819","0098627",7,"producer","Victor Drai","producer,actor"
"13259","nm0236841","0117723",9,"producer","Doug Draizin","producer,manager,writer"
"13260","nm0236866","0047030",4,"actor","Charles Drake","actor"
"13261","nm0236873","0037638",3,"actress","Claudia Drake","actress,soundtrack"
"13262","nm0236884","0207201",8,"writer","Diane Drake","writer"
"13263","nm0236944","1204975",8,"producer","Joseph Drake","producer,executive,miscellaneous"
"13264","nm0236952","0099365",4,"actor","Larry Drake","actor,director"
"13265","nm0236966","1636826",6,"writer","Matt Drake","writer"
"13266","nm0236966","0212604",6,"writer","Matt Drake","writer"
"13267","nm0237033","0022958",7,"writer","William Absalom Drake","writer"
"13268","nm0237041","1767372",7,"producer","George Drakoulias","music_department,soundtrack,producer"
"13269","nm0237106","0068161",3,"actress","Elena Drapeko","actress"
"13270","nm0237109","1398428",3,"actor","Alex Draper","actor"
"13271","nm0237170","0117718",8,"cinematographer","Robert Draper","cinematographer,camera_department,producer"
"13272","nm0237200","0117407",3,"actress","Laura Drasbæk","actress"
"13273","nm0237222","0814331",3,"actress","Rachel Dratch","actress,soundtrack,miscellaneous"
"13274","nm0237225","0038453",6,"writer","Jay Dratler","writer,miscellaneous"
"13275","nm0237225","0037008",7,"writer","Jay Dratler","writer,miscellaneous"
"13276","nm0237225","0040202",7,"writer","Jay Dratler","writer,miscellaneous"
"13277","nm0237236","2404153",10,"editor","Danny Draven","producer,editor,director"
"13278","nm0237236","2599226",10,"editor","Danny Draven","producer,editor,director"
"13279","nm0237292","0119336",5,"director","Anthony Drazan","director,writer,producer"
"13280","nm0237543","0061512",8,"writer","Hal Dresner","writer,producer"
"13281","nm0237548","0065854",10,"composer","Michael Dress","composer,music_department"
"13282","nm0237597","0019258",3,"actress","Marie Dressler","actress,soundtrack,writer"
"13283","nm0237597","0021148",1,"actress","Marie Dressler","actress,soundtrack,writer"
"13284","nm0237597","0020641",4,"actress","Marie Dressler","actress,soundtrack,writer"
"13285","nm0237608","0825244",10,"cinematographer","Jean-Marie Dreujou","cinematographer,camera_department"
"13286","nm0237655","0037820",2,"actress","Ellen Drew","actress,soundtrack"
"13287","nm0237693","0003973",4,"actress","Mrs. Sidney Drew","actress,writer,director"
"13288","nm0237711","3014666",1,"actress","Sarah Drew","actress,soundtrack,director"
"13289","nm0237713","0003973",1,"actor","Sidney Drew","actor,director,writer"
"13290","nm0237747","0084548",7,"producer","Tadeusz Drewno","production_manager,actor,producer"
"13291","nm0237836","0035017",6,"writer","Jean-Paul Le Chanois","writer,director,actor"
"13292","nm0237899","0054452",6,"writer","Simone Drieu","writer"
"13293","nm0237985","0046183",1,"actor","Bobby Driscoll","actor,soundtrack,miscellaneous"
"13294","nm0238057","0146309",3,"actor","Shawn Driscoll","actor,producer,miscellaneous"
"13295","nm0238138","0412019",7,"writer","Sara Driver","director,actress,miscellaneous"
"13296","nm0238300","1258972",8,"composer","Howard Drossin","music_department,composer,soundtrack"
"13297","nm0238445","0040724",3,"actress","Joanne Dru","actress,soundtrack"
"13298","nm0238510","1067733",6,"writer","Michael Druker","actor,writer,director"
"13299","nm0238546","0260191",9,"actor","Brian Drummond","actor,soundtrack"
"13300","nm0238585","0114906",7,"cinematographer","Randy Drummond","cinematographer,camera_department"
"13301","nm0238635","2395417",3,"actress","Karen Drury","actress"
"13302","nm0238668","0118884",9,"writer","Ann Druyan","writer,producer,director"
"13303","nm0238698","0116905",9,"cinematographer","Stuart Dryburgh","cinematographer,camera_department"
"13304","nm0238698","0035423",9,"cinematographer","Stuart Dryburgh","cinematographer,camera_department"
"13305","nm0238698","0099040",10,"cinematographer","Stuart Dryburgh","cinematographer,camera_department"
"13306","nm0238757","0345950",7,"writer","Derek Drymon","writer,soundtrack,art_department"
"13307","nm0238841","2230358",5,"director","Don Mancini","writer,producer,director"
"13308","nm0238841","0144120",6,"writer","Don Mancini","writer,producer,director"
"13309","nm0238841","0099253",6,"writer","Don Mancini","writer,producer,director"
"13310","nm0238844","0011979",9,"cinematographer","Philip R. Du Bois","cinematographer"
"13311","nm0238848","3097084",10,"editor","Victor Du Bois","editor,director,editorial_department"
"13312","nm0238865","0120800",5,"director","Frederik Du Chau","director,animation_department,writer"
"13313","nm0238878","0119590",1,"actor","Georges Du Fresne","actor"
"13314","nm0238893","2652118",7,"writer","Du Lu Wang","writer"
"13315","nm0238898","4411596",6,"writer","Daphne Du Maurier","writer"
"13316","nm0239032","0450982",8,"writer","Diane Duane","writer,miscellaneous"
"13317","nm0239267","0265343",2,"actress","Lillete Dubey","actress,producer"
"13318","nm0239277","1193138",9,"producer","Daniel Dubiecki","producer,assistant_director,executive"
"13319","nm0239299","1650058",8,"producer","Jennifer Dubin","producer,miscellaneous,actress"
"13320","nm0239513","0059956",4,"actress","Paulette Dubost","actress,soundtrack"
"13321","nm0239586","0344604",6,"writer","Danièle Dubroux","director,actress,writer"
"13322","nm0239653","0247425",7,"writer","Andre Dubus","writer"
"13323","nm0239656","0204761",10,"editor","Marie-Sophie Dubus","editor,editorial_department"
"13324","nm0239656","0065531",9,"editor","Marie-Sophie Dubus","editor,editorial_department"
"13325","nm0239660","0066164",4,"actor","Jacques Duby","actor"
"13326","nm0239760","0067439",3,"actor","Jean Duceppe","actor"
"13327","nm0240318","0441909",3,"actress","Lola Dueñas","actress,soundtrack"
"13328","nm0240338","0338135",9,"cinematographer","Guy Dufaux","cinematographer,camera_department,director"
"13329","nm0240359","0318411",4,"actress","Anne-Marie Duff","actress,soundtrack"
"13330","nm0240359","3077214",2,"actress","Anne-Marie Duff","actress,soundtrack"
"13331","nm0240359","0204082",5,"actress","Anne-Marie Duff","actress,soundtrack"
"13332","nm0240380","0439623",2,"actress","Haylie Duff","actress,producer,soundtrack"
"13333","nm0240381","1059925",1,"actress","Hilary Duff","actress,soundtrack,music_department"
"13334","nm0240381","0439623",1,"actress","Hilary Duff","actress,soundtrack,music_department"
"13335","nm0240417","0039689",9,"producer","Warren Duff","writer,producer"
"13336","nm0240417","0029870",7,"writer","Warren Duff","writer,producer"
"13337","nm0240439","0065854",5,"director","Peter Duffell","director,writer,assistant_director"
"13338","nm0240524","0318411",2,"actress","Dorothy Duffy","actress"
"13339","nm0240627","0144117",5,"director","Troy Duffy","writer,director,actor"
"13340","nm0240638","0054949",1,"actor","Jacques Dufilho","actor,director"
"13341","nm0240720","0318725",10,"production_designer","Valérie Leblanc","art_department,production_designer,location_management"
"13342","nm0240797","0810913",5,"director","Dennis Dugan","actor,director,producer"
"13343","nm0240797","0082533",3,"actor","Dennis Dugan","actor,director,producer"
"13344","nm0240987","0110521",5,"director","Martine Dugowson","writer,director,assistant_director"
"13345","nm0241049","1399103",4,"actor","Josh Duhamel","actor,miscellaneous,producer"
"13346","nm0241049","1198156",3,"actor","Josh Duhamel","actor,miscellaneous,producer"
"13347","nm0241049","0418279",3,"actor","Josh Duhamel","actor,miscellaneous,producer"
"13348","nm0241049","1403988",3,"actor","Josh Duhamel","actor,miscellaneous,producer"
"13349","nm0241121","2106550",1,"actor","Jean Dujardin","actor,director,writer"
"13350","nm0241121","4699388",1,"actor","Jean Dujardin","actor,director,writer"
"13351","nm0241121","1655442",1,"actor","Jean Dujardin","actor,director,writer"
"13352","nm0241174","0069067",5,"director","Daryl Duke","director,producer,editor"
"13353","nm0241232","0259153",4,"actor","David Dukes","actor"
"13354","nm0241273","0013626",5,"director","Germaine Dulac","director,writer,producer"
"13355","nm0241414","0028683",9,"writer","Alexandre Dumas fils","writer,soundtrack"
"13356","nm0241416","0120744",6,"writer","Alexandre Dumas","writer,soundtrack"
"13357","nm0241483","0035017",8,"composer","Roger Dumas","composer,soundtrack,music_department"
"13358","nm0241484","0058658",4,"actor","Roger Dumas","actor,soundtrack"
"13359","nm0241489","3103576",9,"producer","Sidonie Dumas","producer,executive"
"13360","nm0241489","4699388",8,"producer","Sidonie Dumas","producer,executive"
"13361","nm0241600","0245238",8,"producer","Greg Dummett","producer,writer"
"13362","nm0241622","2018086",5,"director","Bruno Dumont","director,writer,editor"
"13363","nm0241663","0089297",2,"actor","José Dumont","actor"
"13364","nm0241795","0085382",7,"writer","Don Carlos Dunaway","writer,miscellaneous,producer"
"13365","nm0241881","0110524",1,"actor","Duncan","actor,writer,director"
"13366","nm0241909","0158371",4,"actor","Ben Duncan","actor"
"13367","nm0241949","0049782",6,"writer","David Duncan","writer"
"13368","nm0241949","0060397",7,"writer","David Duncan","writer"
"13369","nm0242026","2392326",1,"actress","Lindsay Duncan","actress,miscellaneous"
"13370","nm0242028","0119345",6,"writer","Lois Duncan","writer"
"13371","nm0242028","0130018",6,"writer","Lois Duncan","writer"
"13372","nm0242098","0066728",2,"actress","Sandy Duncan","actress,soundtrack,producer"
"13373","nm0242155","0000417",7,"composer","Jean-Benoît Dunckel","soundtrack,composer"
"13374","nm0242253","0407265",7,"producer","Sebastian Dungan","producer,actor"
"13375","nm0242266","0210616",4,"actress","Christine Dunham","actress"
"13376","nm0242295","2109184",1,"actor","Stephen Dunham","actor,stunts"
"13377","nm0242382","0083959",2,"actress","Dawn Dunlap","actress"
"13378","nm0242382","0088771",4,"actress","Dawn Dunlap","actress"
"13379","nm0242485","0013367",7,"cinematographer","Louis Dunmyre","cinematographer"
"13380","nm0242491","1659337",10,"cinematographer","Andrew Dunn","cinematographer,camera_department"
"13381","nm0242491","0115988",10,"cinematographer","Andrew Dunn","cinematographer,camera_department"
"13382","nm0242707","0062426",7,"writer","Nell Dunn","writer,soundtrack"
"13383","nm0242743","0125022",6,"writer","Robert Dunn","writer,actor"
"13384","nm0242897","0039420",6,"writer","Philip Dunne","writer,director,producer"
"13385","nm0242897","0035360",6,"writer","Philip Dunne","writer,director,producer"
"13386","nm0242897","0041746",8,"writer","Philip Dunne","writer,director,producer"
"13387","nm0242945","0063823",5,"director","George Dunning","producer,director,animation_department"
"13388","nm0242949","0082498",10,"producer","John Dunning","producer,writer,miscellaneous"
"13389","nm0242950","0045943",10,"editor","John D. Dunning","editorial_department,editor"
"13390","nm0243231","1336617",5,"director","Jay Duplass","producer,actor,writer"
"13391","nm0243231","5929750",4,"actor","Jay Duplass","producer,actor,writer"
"13392","nm0243231","1412528",7,"writer","Jay Duplass","producer,actor,writer"
"13393","nm0243233","1412528",6,"writer","Mark Duplass","actor,producer,writer"
"13394","nm0243233","1862079",2,"actor","Mark Duplass","actor,producer,writer"
"13395","nm0243233","1334537",1,"actor","Mark Duplass","actor,producer,writer"
"13396","nm0243233","1336617",6,"director","Mark Duplass","actor,producer,writer"
"13397","nm0243233","3654796",2,"actor","Mark Duplass","actor,producer,writer"
"13398","nm0243238","0446442",10,"production_designer","Emmanuelle Duplay","production_designer,art_department,set_decorator"
"13399","nm0243323","0013140",2,"actress","Miss DuPont","actress"
"13400","nm0243340","0085334",8,"producer","René Dupont","assistant_director,producer,production_manager"
"13401","nm0243348","0110171",3,"actor","Vincent Dupont","actor"
"13402","nm0243355","2008562",2,"actor","Albert Dupontel","actor,writer,director"
"13403","nm0243355","0444112",3,"actor","Albert Dupontel","actor,writer,director"
"13404","nm0243818","2392326",9,"cinematographer","Nathalie Durand","cinematographer,camera_department,miscellaneous"
