"nconst","tconst","crew.type","primaryName","primaryProfession"
"\N","0000003","writ1",NA,NA
"\N","0000012","writ1",NA,NA
"\N","0000014","writ1",NA,NA
"\N","0000131","writ1",NA,NA
"\N","7342204","writ1",NA,NA
"\N","0000246","writ1",NA,NA
"\N","0000272","writ1",NA,NA
"\N","0000300","writ1",NA,NA
"\N","0000304","writ1",NA,NA
"\N","0000313","writ1",NA,NA
"\N","0000359","writ1",NA,NA
"\N","2628260","writ1",NA,NA
"\N","1032207","writ1",NA,NA
"\N","0000455","writ1",NA,NA
"\N","0000554","writ1",NA,NA
"\N","0001009","writ1",NA,NA
"\N","0951257","writ1",NA,NA
"\N","0003512","writ1",NA,NA
"\N","1584016","writ1",NA,NA
"\N","0008844","writ1",NA,NA
"\N","4044364","writ1",NA,NA
"\N","1512201","writ1",NA,NA
"\N","0365135","writ1",NA,NA
"\N","1515725","writ1",NA,NA
"\N","1515935","writ1",NA,NA
"\N","0135631","writ1",NA,NA
"\N","1517470","dir1",NA,NA
"\N","3686998","writ1",NA,NA
"\N","1721685","writ1",NA,NA
"\N","0367177","dir1",NA,NA
"\N","0367177","writ1",NA,NA
"\N","0486978","writ1",NA,NA
"\N","1604225","writ1",NA,NA
"\N","5786040","writ1",NA,NA
"\N","0368310","writ1",NA,NA
"\N","0073076","writ1",NA,NA
"\N","1764657","writ1",NA,NA
"\N","1740047","writ1",NA,NA
"\N","0449172","writ1",NA,NA
"\N","3122122","dir1",NA,NA
"\N","3122122","writ1",NA,NA
"\N","0215575","writ1",NA,NA
"\N","0215664","writ1",NA,NA
"\N","0216016","writ1",NA,NA
"\N","1559549","writ1",NA,NA
"\N","1273816","writ1",NA,NA
"\N","0223755","writ1",NA,NA
"\N","0224240","writ1",NA,NA
"\N","0227438","writ1",NA,NA
"\N","0127948","writ1",NA,NA
"\N","3252208","writ1",NA,NA
"\N","0189498","writ1",NA,NA
"\N","1227929","writ1",NA,NA
"\N","0257654","writ1",NA,NA
"\N","0230746","writ1",NA,NA
"\N","2093109","writ1",NA,NA
"\N","1032207","dir1",NA,NA
"\N","0102370","writ1",NA,NA
"\N","0232821","writ1",NA,NA
"\N","0235327","writ1",NA,NA
"\N","1785612","writ1",NA,NA
"\N","0132134","writ1",NA,NA
"\N","0377683","writ1",NA,NA
"\N","1587707","writ1",NA,NA
"\N","0135122","writ1",NA,NA
"\N","0135179","writ1",NA,NA
"\N","1802750","writ1",NA,NA
"\N","0135453","writ1",NA,NA
"\N","3671900","writ1",NA,NA
"\N","0135690","writ1",NA,NA
"\N","0135696","writ1",NA,NA
"\N","0313773","dir1",NA,NA
"\N","2140371","writ1",NA,NA
"\N","0039404","dir1",NA,NA
"\N","0024432","writ1",NA,NA
"\N","1007920","writ1",NA,NA
"\N","2555268","writ1",NA,NA
"\N","1621444","writ1",NA,NA
"\N","0188484","writ1",NA,NA
"\N","0392728","writ1",NA,NA
"\N","3882074","writ1",NA,NA
"\N","1179080","writ1",NA,NA
"\N","0100332","writ1",NA,NA
"\N","1667079","writ1",NA,NA
"\N","5538078","writ1",NA,NA
"\N","2008562","writ1",NA,NA
"\N","0492571","writ1",NA,NA
"\N","4858280","writ1",NA,NA
"\N","1260944","writ1",NA,NA
"\N","1385956","writ1",NA,NA
"\N","1754351","writ1",NA,NA
"\N","4644822","writ1",NA,NA
"\N","0277596","writ1",NA,NA
"\N","0258104","writ1",NA,NA
"\N","5526028","writ1",NA,NA
"\N","2177683","writ1",NA,NA
"\N","0377995","writ1",NA,NA
"\N","0260191","dir1",NA,NA
"\N","3438514","dir1",NA,NA
"\N","4211680","writ1",NA,NA
"\N","4858280","dir1",NA,NA
"\N","0215737","writ1",NA,NA
"\N","1772925","writ1",NA,NA
"\N","3438514","writ1",NA,NA
"\N","0474361","writ1",NA,NA
"\N","0215817","writ1",NA,NA
"\N","5918104","writ1",NA,NA
"nm0000005","0077711","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0036914","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0076319","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0053976","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0055499","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0069467","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0046345","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0050976","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0060827","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0050986","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0083922","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0046345","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0359610","writ2","Ingmar Bergman","writer,director,actor"
"nm0000005","0048641","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0055499","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0083922","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0050976","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0057358","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0077711","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0063759","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0048641","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0057611","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0060827","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0050986","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0057358","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0069467","writ1","Ingmar Bergman","writer,director,actor"
"nm0000005","0063759","dir1","Ingmar Bergman","writer,director,actor"
"nm0000005","0057611","writ1","Ingmar Bergman","writer,director,actor"
"nm0000019","0056801","writ1","Federico Fellini","writer,director,assistant_director"
"nm0000019","0050783","writ1","Federico Fellini","writer,director,assistant_director"
"nm0000019","0053779","writ1","Federico Fellini","writer,director,assistant_director"
"nm0000019","0059229","dir1","Federico Fellini","writer,director,assistant_director"
"nm0000019","0053779","dir1","Federico Fellini","writer,director,assistant_director"
"nm0000019","0055805","writ4","Federico Fellini","writer,director,assistant_director"
"nm0000019","0056801","dir1","Federico Fellini","writer,director,assistant_director"
"nm0000019","0055805","dir3","Federico Fellini","writer,director,assistant_director"
"nm0000019","0038890","writ2","Federico Fellini","writer,director,assistant_director"
"nm0000019","0059229","writ1","Federico Fellini","writer,director,assistant_director"
"nm0000019","0050783","dir1","Federico Fellini","writer,director,assistant_director"
"nm0000033","0029811","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0038787","writ2","Alfred Hitchcock","actor,director,producer"
"nm0000033","0056869","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0028231","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0058329","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0032976","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0039694","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0021165","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0019702","writ2","Alfred Hitchcock","actor,director,producer"
"nm0000033","0042994","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0044079","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0021015","writ2","Alfred Hitchcock","actor,director,producer"
"nm0000033","0068611","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0019702","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0021015","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0017825","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0023285","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0022395","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0038787","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0074512","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0036342","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0053125","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0054215","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0045897","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0047396","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0034248","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0052357","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0022395","writ2","Alfred Hitchcock","actor,director,producer"
"nm0000033","0048750","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0037017","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0035279","writ4","Alfred Hitchcock","actor,director,producer"
"nm0000033","0032484","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0023285","writ3","Alfred Hitchcock","actor,director,producer"
"nm0000033","0051207","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0048728","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0031505","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0023395","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0035279","writ4","Alfred Hitchcock","actor,director,producer"
"nm0000033","0038109","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0028212","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0021165","writ3","Alfred Hitchcock","actor,director,producer"
"nm0000033","0040746","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0037017","writ3","Alfred Hitchcock","actor,director,producer"
"nm0000033","0046912","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0049470","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0035279","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0042004","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0025452","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0061107","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0023395","writ2","Alfred Hitchcock","actor,director,producer"
"nm0000033","0035279","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0026029","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000033","0030341","dir1","Alfred Hitchcock","actor,director,producer"
"nm0000036","0015163","dir1","Buster Keaton","actor,writer,director"
"nm0000036","0031060","writ2","Buster Keaton","actor,writer,director"
"nm0000036","0015324","dir1","Buster Keaton","actor,writer,director"
"nm0000036","0017925","writ1","Buster Keaton","actor,writer,director"
"nm0000036","0012543","dir2","Buster Keaton","actor,writer,director"
"nm0000036","0012543","writ2","Buster Keaton","actor,writer,director"
"nm0000036","0014341","dir2","Buster Keaton","actor,writer,director"
"nm0000036","0015863","dir1","Buster Keaton","actor,writer,director"
"nm0000036","0026778","writ4","Buster Keaton","actor,writer,director"
"nm0000036","0017925","dir1","Buster Keaton","actor,writer,director"
"nm0000036","0018742","dir2","Buster Keaton","actor,writer,director"
"nm0000036","0019421","dir2","Buster Keaton","actor,writer,director"
"nm0000036","0016332","dir1","Buster Keaton","actor,writer,director"
"nm0000036","0015863","writ1","Buster Keaton","actor,writer,director"
"nm0000037","0041716","dir1","Gene Kelly","actor,soundtrack,director"
"nm0000037","0064418","dir1","Gene Kelly","actor,soundtrack,director"
"nm0000037","0045152","dir1","Gene Kelly","actor,soundtrack,director"
"nm0000040","0062622","writ1","Stanley Kubrick","director,writer,producer"
"nm0000040","0057012","writ1","Stanley Kubrick","director,writer,producer"
"nm0000040","0066921","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0081505","writ2","Stanley Kubrick","director,writer,producer"
"nm0000040","0081505","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0045758","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0093058","writ2","Stanley Kubrick","director,writer,producer"
"nm0000040","0048254","writ1","Stanley Kubrick","director,writer,producer"
"nm0000040","0120663","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0057012","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0062622","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0050825","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0120663","writ1","Stanley Kubrick","director,writer,producer"
"nm0000040","0093058","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0066921","writ1","Stanley Kubrick","director,writer,producer"
"nm0000040","0072684","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0054331","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0049406","writ1","Stanley Kubrick","director,writer,producer"
"nm0000040","0072684","writ1","Stanley Kubrick","director,writer,producer"
"nm0000040","0056193","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0050825","writ1","Stanley Kubrick","director,writer,producer"
"nm0000040","0049406","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0048254","dir1","Stanley Kubrick","director,writer,producer"
"nm0000040","0056193","writ2","Stanley Kubrick","director,writer,producer"
"nm0000041","0036400","writ1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0101991","writ2","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0055630","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0054047","writ4","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0071411","writ1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0036400","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0044741","writ1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0047478","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0065649","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0101991","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0051808","writ4","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0050613","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0043614","writ3","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0065649","writ1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0051808","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0042876","writ2","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0042876","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0043614","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0056443","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0036947","writ1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0071411","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0056443","writ3","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0047478","writ1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0036947","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0050613","writ4","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0089881","writ1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","2404435","writ1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0042958","writ2","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0055630","writ1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0044741","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0042958","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000041","0089881","dir1","Akira Kurosawa","writer,director,assistant_director"
"nm0000051","0049010","writ4","James Mason","actor,producer,writer"
"nm0000059","0040416","writ2","Laurence Olivier","actor,producer,director"
"nm0000059","0050861","dir1","Laurence Olivier","actor,producer,director"
"nm0000059","0040416","dir1","Laurence Olivier","actor,producer,director"
"nm0000067","0033152","writ3","Miklós Rózsa","music_department,composer,soundtrack"
"nm0000076","0074152","writ1","François Truffaut","writer,director,producer"
"nm0000076","0061955","dir1","François Truffaut","writer,director,producer"
"nm0000076","0082370","dir1","François Truffaut","writer,director,producer"
"nm0000076","0055032","dir1","François Truffaut","writer,director,producer"
"nm0000076","0070460","writ1","François Truffaut","writer,director,producer"
"nm0000076","0069442","dir1","François Truffaut","writer,director,producer"
"nm0000076","0074152","dir1","François Truffaut","writer,director,producer"
"nm0000076","0076155","dir1","François Truffaut","writer,director,producer"
"nm0000076","0055032","writ2","François Truffaut","writer,director,producer"
"nm0000076","0085276","writ1","François Truffaut","writer,director,producer"
"nm0000076","0070460","dir1","François Truffaut","writer,director,producer"
"nm0000076","0082370","writ1","François Truffaut","writer,director,producer"
"nm0000076","0064990","writ2","François Truffaut","writer,director,producer"
"nm0000076","0053472","writ1","François Truffaut","writer,director,producer"
"nm0000076","0064990","dir1","François Truffaut","writer,director,producer"
"nm0000076","0053198","dir1","François Truffaut","writer,director,producer"
"nm0000076","0069442","writ2","François Truffaut","writer,director,producer"
"nm0000076","0053198","writ1","François Truffaut","writer,director,producer"
"nm0000076","0061955","writ2","François Truffaut","writer,director,producer"
"nm0000076","0076155","writ3","François Truffaut","writer,director,producer"
"nm0000076","0060390","writ1","François Truffaut","writer,director,producer"
"nm0000076","0060390","dir1","François Truffaut","writer,director,producer"
"nm0000080","0052311","dir1","Orson Welles","actor,writer,director"
"nm0000080","0033467","dir1","Orson Welles","actor,writer,director"
"nm0000080","0035015","writ2","Orson Welles","actor,writer,director"
"nm0000080","0033467","writ2","Orson Welles","actor,writer,director"
"nm0000080","0035015","dir2","Orson Welles","actor,writer,director"
"nm0000080","0052311","writ1","Orson Welles","actor,writer,director"
"nm0000080","0038991","dir1","Orson Welles","actor,writer,director"
"nm0000080","0038991","writ4","Orson Welles","actor,writer,director"
"nm0000080","0057427","dir1","Orson Welles","actor,writer,director"
"nm0000080","0057427","writ3","Orson Welles","actor,writer,director"
"nm0000080","0041959","writ2","Orson Welles","actor,writer,director"
"nm0000092","0066765","writ2","John Cleese","actor,writer,producer"
"nm0000092","0072500","writ2","John Cleese","actor,writer,producer"
"nm0000092","0095159","dir1","John Cleese","actor,writer,producer"
"nm0000092","0119115","writ1","John Cleese","actor,writer,producer"
"nm0000092","0071853","writ2","John Cleese","actor,writer,producer"
"nm0000092","0085959","writ2","John Cleese","actor,writer,producer"
"nm0000092","0095159","writ1","John Cleese","actor,writer,producer"
"nm0000092","0079470","writ2","John Cleese","actor,writer,producer"
"nm0000092","0481499","writ3","John Cleese","actor,writer,producer"
"nm0000095","0079522","writ1","Woody Allen","writer,director,actor"
"nm0000095","3715320","dir1","Woody Allen","writer,director,actor"
"nm0000095","0120533","dir1","Woody Allen","writer,director,actor"
"nm0000095","5825380","dir1","Woody Allen","writer,director,actor"
"nm0000095","4513674","dir1","Woody Allen","writer,director,actor"
"nm0000095","0079522","dir1","Woody Allen","writer,director,actor"
"nm0000095","0093940","dir1","Woody Allen","writer,director,actor"
"nm0000095","0497465","writ1","Woody Allen","writer,director,actor"
"nm0000095","0256524","writ1","Woody Allen","writer,director,actor"
"nm0000095","3715320","writ1","Woody Allen","writer,director,actor"
"nm0000095","0256524","dir1","Woody Allen","writer,director,actor"
"nm0000095","0093940","writ1","Woody Allen","writer,director,actor"
"nm0000095","0104466","dir1","Woody Allen","writer,director,actor"
"nm0000095","4513674","writ1","Woody Allen","writer,director,actor"
"nm0000095","0094663","writ1","Woody Allen","writer,director,actor"
"nm0000095","0065063","dir1","Woody Allen","writer,director,actor"
"nm0000095","1182350","writ1","Woody Allen","writer,director,actor"
"nm0000095","0097123","dir1","Woody Allen","writer,director,actor"
"nm0000095","0158371","writ1","Woody Allen","writer,director,actor"
"nm0000095","0497465","dir1","Woody Allen","writer,director,actor"
"nm0000095","1605783","dir1","Woody Allen","writer,director,actor"
"nm0000095","0089853","writ1","Woody Allen","writer,director,actor"
"nm0000095","1178663","writ1","Woody Allen","writer,director,actor"
"nm0000095","1182350","dir1","Woody Allen","writer,director,actor"
"nm0000095","5825380","writ1","Woody Allen","writer,director,actor"
"nm0000095","1859650","writ1","Woody Allen","writer,director,actor"
"nm0000095","0104466","writ1","Woody Allen","writer,director,actor"
"nm0000095","0416320","writ1","Woody Allen","writer,director,actor"
"nm0000095","0073312","dir1","Woody Allen","writer,director,actor"
"nm0000095","0158371","dir1","Woody Allen","writer,director,actor"
"nm0000095","0416320","dir1","Woody Allen","writer,director,actor"
"nm0000095","0075686","dir1","Woody Allen","writer,director,actor"
"nm0000095","0094663","dir1","Woody Allen","writer,director,actor"
"nm0000095","0120533","writ1","Woody Allen","writer,director,actor"
"nm0000095","1178663","dir1","Woody Allen","writer,director,actor"
"nm0000095","0066808","writ1","Woody Allen","writer,director,actor"
"nm0000095","0097123","writ1","Woody Allen","writer,director,actor"
"nm0000095","0075686","writ1","Woody Allen","writer,director,actor"
"nm0000095","0089853","dir1","Woody Allen","writer,director,actor"
"nm0000095","0065063","writ1","Woody Allen","writer,director,actor"
"nm0000095","1605783","writ1","Woody Allen","writer,director,actor"
"nm0000095","0073312","writ1","Woody Allen","writer,director,actor"
"nm0000095","2870756","writ1","Woody Allen","writer,director,actor"
"nm0000095","0099012","dir1","Woody Allen","writer,director,actor"
"nm0000095","0070707","writ1","Woody Allen","writer,director,actor"
"nm0000095","0107507","writ1","Woody Allen","writer,director,actor"
"nm0000095","2870756","dir1","Woody Allen","writer,director,actor"
"nm0000095","2334873","dir1","Woody Allen","writer,director,actor"
"nm0000095","0091167","dir1","Woody Allen","writer,director,actor"
"nm0000095","0070707","dir1","Woody Allen","writer,director,actor"
"nm0000095","1859650","dir1","Woody Allen","writer,director,actor"
"nm0000095","0091167","writ1","Woody Allen","writer,director,actor"
"nm0000095","0109644","dir1","Woody Allen","writer,director,actor"
"nm0000095","0077742","writ1","Woody Allen","writer,director,actor"
"nm0000095","0107507","dir1","Woody Allen","writer,director,actor"
"nm0000095","0109644","writ1","Woody Allen","writer,director,actor"
"nm0000095","0093818","dir1","Woody Allen","writer,director,actor"
"nm0000095","0093818","writ1","Woody Allen","writer,director,actor"
"nm0000095","0099012","writ1","Woody Allen","writer,director,actor"
"nm0000095","0066808","dir1","Woody Allen","writer,director,actor"
"nm0000095","0077742","dir1","Woody Allen","writer,director,actor"
"nm0000095","2334873","writ1","Woody Allen","writer,director,actor"
"nm0000095,nm0000634,nm0000697,nm0346436,nm0372942,nm0375342,nm0816143","0061452","writ5",NA,NA
"nm0000101","0106598","writ2","Dan Aykroyd","writer,actor,producer"
"nm0000101","0092925","writ1","Dan Aykroyd","writer,actor,producer"
"nm0000101","0090056","writ1","Dan Aykroyd","writer,actor,producer"
"nm0000101","0087332","writ1","Dan Aykroyd","writer,actor,producer"
"nm0000101","0080455","writ1","Dan Aykroyd","writer,actor,producer"
"nm0000101","1289401","writ4","Dan Aykroyd","writer,actor,producer"
"nm0000101","0097428","writ1","Dan Aykroyd","writer,actor,producer"
"nm0000106","1172233","dir1","Drew Barrymore","producer,actress,soundtrack"
"nm0000108","0100263","writ1","Luc Besson","writer,producer,director"
"nm0000108","0344854","dir1","Luc Besson","writer,producer,director"
"nm0000108","2239822","writ3","Luc Besson","writer,producer,director"
"nm0000108","2872732","dir1","Luc Besson","writer,producer,director"
"nm0000108","0344854","writ2","Luc Besson","writer,producer,director"
"nm0000108","1129442","writ1","Luc Besson","writer,producer,director"
"nm0000108","0473753","writ1","Luc Besson","writer,producer,director"
"nm0000108","2938956","writ3","Luc Besson","writer,producer,director"
"nm0000108","0414852","writ1","Luc Besson","writer,producer,director"
"nm0000108","0342258","writ1","Luc Besson","writer,producer,director"
"nm0000108","1430612","writ1","Luc Besson","writer,producer,director"
"nm0000108","0100263","dir1","Luc Besson","writer,producer,director"
"nm0000108","0107843","writ1","Luc Besson","writer,producer,director"
"nm0000108","0271027","writ2","Luc Besson","writer,producer,director"
"nm0000108","2172934","writ2","Luc Besson","writer,producer,director"
"nm0000108","1397280","writ1","Luc Besson","writer,producer,director"
"nm0000108","0416496","writ1","Luc Besson","writer,producer,director"
"nm0000108","0110413","writ1","Luc Besson","writer,producer,director"
"nm0000108","2239822","dir1","Luc Besson","writer,producer,director"
"nm0000108","1179025","writ1","Luc Besson","writer,producer,director"
"nm0000108","0110413","dir1","Luc Besson","writer,producer,director"
"nm0000108","0936501","writ1","Luc Besson","writer,producer,director"
"nm0000108","0473753","dir1","Luc Besson","writer,producer,director"
"nm0000108","2872732","writ1","Luc Besson","writer,producer,director"
"nm0000108","0293662","writ1","Luc Besson","writer,producer,director"
"nm0000108","1179025","dir1","Luc Besson","writer,producer,director"
"nm0000108","0388482","writ1","Luc Besson","writer,producer,director"
"nm0000108","0119116","writ1","Luc Besson","writer,producer,director"
"nm0000108","2404311","dir1","Luc Besson","writer,producer,director"
"nm0000108","2404311","writ1","Luc Besson","writer,producer,director"
"nm0000108","1657507","writ1","Luc Besson","writer,producer,director"
"nm0000108","0119116","dir1","Luc Besson","writer,producer,director"
"nm0000108","0316732","writ1","Luc Besson","writer,producer,director"
"nm0000110","0105130","dir1","Kenneth Branagh","actor,producer,director"
"nm0000110","0097499","dir1","Kenneth Branagh","actor,producer,director"
"nm0000110","0097499","writ2","Kenneth Branagh","actor,producer,director"
"nm0000110","3402236","dir1","Kenneth Branagh","actor,producer,director"
"nm0000110","1661199","dir1","Kenneth Branagh","actor,producer,director"
"nm0000110","0116477","dir1","Kenneth Branagh","actor,producer,director"
"nm0000110","1205537","dir1","Kenneth Branagh","actor,producer,director"
"nm0000110","0800369","dir1","Kenneth Branagh","actor,producer,director"
"nm0000110","0116477","writ2","Kenneth Branagh","actor,producer,director"
"nm0000116","0111503","writ4","James Cameron","writer,producer,director"
"nm0000116","0120338","dir1","James Cameron","writer,producer,director"
"nm0000116","0103064","writ1","James Cameron","writer,producer,director"
"nm0000116","1340138","writ3","James Cameron","writer,producer,director"
"nm0000116","0089880","writ4","James Cameron","writer,producer,director"
"nm0000116","0096754","writ1","James Cameron","writer,producer,director"
"nm0000116","0181852","writ1","James Cameron","writer,producer,director"
"nm0000116","0088247","dir1","James Cameron","writer,producer,director"
"nm0000116","0114558","writ1","James Cameron","writer,producer,director"
"nm0000116","0090605","dir1","James Cameron","writer,producer,director"
"nm0000116","0096754","dir1","James Cameron","writer,producer,director"
"nm0000116","0111503","dir1","James Cameron","writer,producer,director"
"nm0000116","0088247","writ1","James Cameron","writer,producer,director"
"nm0000116","0499549","writ1","James Cameron","writer,producer,director"
"nm0000116","0120338","writ1","James Cameron","writer,producer,director"
"nm0000116","0090605","writ1","James Cameron","writer,producer,director"
"nm0000116","0499549","dir1","James Cameron","writer,producer,director"
"nm0000116","0103064","dir1","James Cameron","writer,producer,director"
"nm0000118","0088172","dir1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0114852","dir1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0116225","writ1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0082340","writ1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0082495","writ1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0093777","dir1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0096256","dir1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0113409","dir1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0093777","writ1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0069945","dir1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0106449","dir2","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0084787","dir1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0090728","dir1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0432291","writ2","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0080749","writ1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0120694","writ2","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0398712","writ1","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0096256","writ2","John Carpenter","soundtrack,writer,music_department"
"nm0000118","0085333","dir1","John Carpenter","soundtrack,writer,music_department"
